document,actual,labeled,atheism,hockey,apple hardware,for sale,guns,electronics
1010,sci.electronics,electronics,32,18,30,47,26,48
1011,sci.electronics,electronics,24,9,24,16,20,30
1012,sci.electronics,electronics,55,37,46,45,53,81
1013,sci.electronics,electronics,21,14,21,21,17,43
1014,sci.electronics,apple hardware,64,44,160,35,79,79
1015,sci.electronics,apple hardware,43,30,104,29,48,49
1016,sci.electronics,electronics,11,10,20,11,14,34
1017,sci.electronics,electronics,31,20,29,26,31,66
1018,sci.electronics,electronics,38,33,31,37,34,94
1019,sci.electronics,electronics,67,56,37,63,80,108
1020,sci.electronics,electronics,72,53,69,66,84,152
1021,sci.electronics,electronics,56,29,61,32,49,70
1022,sci.electronics,apple hardware,13,8,16,13,8,11
1023,sci.electronics,electronics,18,18,15,28,22,31
1024,sci.electronics,electronics,165,80,107,118,169,267
1025,sci.electronics,electronics,31,22,34,22,20,38
1026,sci.electronics,electronics,19,15,24,12,20,34
1027,sci.electronics,electronics,105,74,76,80,120,241
1028,sci.electronics,electronics,70,39,62,51,74,124
1029,sci.electronics,electronics,36,23,31,27,27,60
1030,sci.electronics,electronics,63,42,65,55,61,96
1031,sci.electronics,electronics,47,27,39,45,42,120
1032,sci.electronics,electronics,62,41,57,53,53,101
1033,sci.electronics,guns,18,20,19,19,24,24
1034,sci.electronics,electronics,26,24,31,36,21,41
1035,sci.electronics,electronics,29,54,65,29,26,74
1036,sci.electronics,electronics,77,63,64,66,93,150
1037,sci.electronics,electronics,44,33,55,30,38,73
1038,sci.electronics,electronics,50,34,35,38,52,120
1039,sci.electronics,electronics,84,54,48,48,76,153
1040,sci.electronics,apple hardware,13,25,26,16,13,22
1041,sci.electronics,electronics,24,15,42,23,24,51
1042,sci.electronics,electronics,127,64,89,66,123,260
1043,sci.electronics,electronics,58,36,39,57,56,137
1044,sci.electronics,electronics,45,26,55,34,33,70
1045,sci.electronics,electronics,55,26,39,37,47,83
1046,sci.electronics,electronics,38,28,47,37,31,87
1047,sci.electronics,electronics,52,42,39,50,53,140
1048,sci.electronics,electronics,36,23,38,22,36,56
1049,sci.electronics,apple hardware,9,10,28,16,14,11
1050,sci.electronics,electronics,103,62,91,90,104,149
1051,sci.electronics,electronics,13,18,17,12,6,39
1052,sci.electronics,apple hardware,19,9,23,13,17,14
1053,sci.electronics,electronics,41,24,43,35,37,72
1054,sci.electronics,apple hardware,12,13,27,23,14,16
1055,sci.electronics,electronics,49,32,34,45,58,77
1056,sci.electronics,electronics,16,12,20,19,21,35
1057,sci.electronics,electronics,35,27,27,38,40,79
1058,sci.electronics,electronics,40,19,22,40,31,83
1059,sci.electronics,electronics,70,44,32,52,60,143
1060,sci.electronics,electronics,52,38,37,46,73,125
1061,sci.electronics,electronics,50,33,56,40,46,95
1062,sci.electronics,electronics,15,18,39,16,19,67
1063,sci.electronics,electronics,39,23,28,33,47,97
1064,sci.electronics,electronics,31,25,22,28,30,82
1065,sci.electronics,electronics,35,27,25,35,39,53
1066,sci.electronics,guns,132,82,129,78,171,155
1067,sci.electronics,electronics,16,12,10,14,6,21
1068,sci.electronics,electronics,83,70,83,71,122,214
1069,sci.electronics,electronics,6,5,7,8,9,16
1070,sci.electronics,electronics,79,57,78,71,85,179
1071,sci.electronics,apple hardware,31,27,43,29,23,35
1072,sci.electronics,electronics,12,13,12,16,16,29
1073,sci.electronics,electronics,53,31,46,63,56,122
1074,sci.electronics,electronics,109,72,84,78,124,199
1075,sci.electronics,apple hardware,30,20,77,29,38,58
1076,sci.electronics,electronics,87,49,37,62,85,156
1077,sci.electronics,electronics,29,18,14,25,19,32
1078,sci.electronics,electronics,100,59,57,77,115,146
1079,sci.electronics,electronics,76,41,73,54,83,118
1080,sci.electronics,apple hardware,8,10,17,7,9,14
1081,sci.electronics,electronics,44,33,52,38,51,104
1082,sci.electronics,electronics,39,26,39,37,39,71
1083,sci.electronics,electronics,46,26,34,38,48,94
1084,sci.electronics,electronics,52,33,37,40,60,89
1085,sci.electronics,electronics,92,67,69,64,109,162
1086,sci.electronics,apple hardware,19,22,49,22,16,28
1087,sci.electronics,electronics,13,9,16,16,14,28
1088,sci.electronics,electronics,75,45,65,49,74,112
1089,sci.electronics,electronics,72,49,46,70,89,164
1090,sci.electronics,electronics,46,35,27,26,41,81
1091,sci.electronics,electronics,86,72,75,89,113,224
1092,sci.electronics,electronics,28,23,42,33,31,43
1093,sci.electronics,electronics,40,27,29,47,44,77
1094,sci.electronics,electronics,19,15,37,25,15,42
1095,sci.electronics,electronics,30,24,33,25,37,81
1096,sci.electronics,electronics,105,68,75,118,125,243
1097,sci.electronics,electronics,34,28,29,30,34,85
1098,sci.electronics,for sale,10,11,27,28,13,28
1099,sci.electronics,electronics,33,12,23,20,31,55
1100,sci.electronics,electronics,48,35,51,44,46,88
1101,sci.electronics,electronics,32,22,18,33,16,55
1102,sci.electronics,guns,44,27,39,39,58,42
1103,sci.electronics,electronics,41,29,31,52,43,69
1104,sci.electronics,electronics,15,28,38,24,23,43
1105,sci.electronics,electronics,33,17,18,29,21,34
1106,sci.electronics,electronics,68,47,44,59,55,96
1107,sci.electronics,apple hardware,19,10,31,23,19,19
1108,sci.electronics,electronics,33,32,30,44,36,74
1109,sci.electronics,electronics,15,17,15,13,17,24
1110,sci.electronics,electronics,27,26,31,28,27,37
1111,sci.electronics,electronics,37,37,40,49,51,117
1112,sci.electronics,hockey,41,43,37,40,40,39
1113,sci.electronics,for sale,18,23,21,34,16,27
1114,sci.electronics,electronics,27,20,37,17,19,57
1115,sci.electronics,electronics,103,49,57,70,80,152
1116,sci.electronics,electronics,28,24,25,27,34,70
1117,sci.electronics,electronics,6,9,21,16,6,27
1118,sci.electronics,electronics,9,8,12,9,8,17
1119,sci.electronics,apple hardware,14,9,28,16,10,19
1120,sci.electronics,electronics,48,35,50,38,54,112
1121,sci.electronics,electronics,82,49,39,56,74,157
1122,sci.electronics,electronics,67,53,48,64,82,145
1123,sci.electronics,electronics,15,10,15,27,14,30
1124,sci.electronics,electronics,44,38,26,46,57,71
1125,sci.electronics,electronics,55,46,62,48,55,76
1126,sci.electronics,electronics,36,30,27,26,31,54
1127,sci.electronics,electronics,34,34,40,38,39,66
1128,sci.electronics,electronics,49,32,30,34,48,81
1129,sci.electronics,for sale,57,48,52,80,59,68
1130,sci.electronics,electronics,61,34,43,52,63,124
1131,sci.electronics,electronics,34,25,35,30,31,54
1132,sci.electronics,electronics,70,54,52,53,79,142
1133,sci.electronics,electronics,21,18,21,22,17,30
1134,sci.electronics,electronics,15,15,11,15,11,24
1135,sci.electronics,electronics,37,18,30,33,32,71
1136,sci.electronics,electronics,22,9,17,14,15,45
1137,sci.electronics,electronics,50,48,40,44,56,156
1138,sci.electronics,electronics,40,40,22,41,30,74
1139,sci.electronics,electronics,28,15,27,31,27,52
1140,sci.electronics,electronics,24,13,22,26,30,42
1141,sci.electronics,electronics,65,47,53,57,63,127
1142,sci.electronics,electronics,21,27,25,19,27,69
1143,sci.electronics,electronics,34,27,37,34,34,59
1144,sci.electronics,electronics,27,20,22,19,16,67
1145,sci.electronics,electronics,52,42,42,41,47,111
1146,sci.electronics,electronics,85,52,89,79,104,125
1147,sci.electronics,apple hardware,16,15,49,29,16,30
1148,sci.electronics,apple hardware,29,13,48,25,25,34
1149,sci.electronics,apple hardware,20,12,31,17,17,15
1150,sci.electronics,electronics,24,23,36,37,20,46
1151,sci.electronics,electronics,41,23,71,29,43,77
1152,sci.electronics,electronics,17,23,13,25,18,47
1153,sci.electronics,electronics,62,32,39,48,55,106
1154,sci.electronics,electronics,28,19,19,32,26,52
1155,sci.electronics,electronics,36,37,43,27,43,96
1156,sci.electronics,apple hardware,22,25,42,19,23,33
1157,sci.electronics,apple hardware,49,31,78,50,59,78
1158,sci.electronics,apple hardware,27,31,64,31,22,63
1159,sci.electronics,electronics,36,25,32,28,40,99
1160,sci.electronics,electronics,23,30,22,19,24,41
1161,sci.electronics,electronics,33,59,33,47,57,113
1162,sci.electronics,electronics,35,37,27,35,29,40
1163,sci.electronics,electronics,81,42,44,73,76,91
1164,sci.electronics,electronics,28,16,24,15,26,48
1165,sci.electronics,electronics,25,15,15,21,24,29
1166,sci.electronics,electronics,80,49,72,58,80,111
1167,sci.electronics,atheism,53,40,36,35,39,51
1168,sci.electronics,electronics,53,45,53,50,57,85
1169,sci.electronics,electronics,101,61,52,78,100,190
1170,sci.electronics,electronics,93,62,63,57,96,174
1171,sci.electronics,electronics,105,81,66,137,116,142
1172,sci.electronics,electronics,93,54,106,73,101,183
1173,sci.electronics,electronics,25,15,31,27,20,40
1174,sci.electronics,electronics,23,23,32,21,37,46
1175,sci.electronics,electronics,25,25,48,31,39,56
1176,sci.electronics,electronics,76,33,41,63,55,124
1177,sci.electronics,electronics,68,65,69,66,70,132
1178,sci.electronics,electronics,22,30,19,16,27,36
1179,sci.electronics,electronics,42,35,30,41,49,85
1180,sci.electronics,electronics,38,38,32,31,44,124
1181,sci.electronics,electronics,39,21,25,31,25,65
1182,sci.electronics,electronics,73,51,52,51,77,194
1183,sci.electronics,electronics,2472,1586,1476,1593,2979,5646
1184,sci.electronics,electronics,36,28,29,36,27,100
1185,sci.electronics,electronics,19,16,23,17,17,54
1186,sci.electronics,electronics,34,29,20,21,41,56
1187,sci.electronics,electronics,69,45,58,63,62,129
1188,sci.electronics,electronics,59,33,33,42,41,118
1189,sci.electronics,electronics,54,45,40,39,52,123
1190,sci.electronics,electronics,26,12,32,26,28,55
1191,sci.electronics,electronics,98,83,83,97,113,164
1192,sci.electronics,electronics,34,25,38,23,31,62
1193,sci.electronics,electronics,38,37,45,46,44,67
1194,sci.electronics,electronics,45,20,45,29,51,74
1195,sci.electronics,electronics,40,36,27,35,28,80
1196,sci.electronics,electronics,90,75,57,79,86,171
1197,sci.electronics,apple hardware,35,22,42,23,27,35
1198,sci.electronics,electronics,63,43,41,59,67,87
1199,sci.electronics,electronics,46,31,44,53,42,68
