document,actual,for sale,hockey,apple hardware,atheism,email filler,university misc,electronics,guns
731,hockey,17.96,27.54,7.19,5.99,16.17,10.18,6.59,8.38
732,hockey,5.41,57.84,5.41,5.41,7.03,7.57,5.95,5.41
733,for sale,19.3,12.87,14.62,11.11,9.36,15.2,8.19,9.36
734,hockey,4.78,63.16,4.78,4.78,6.22,6.22,4.78,5.26
735,email filler,2.73,28.12,2.58,3.3,53.08,2.73,2.58,4.88
736,hockey,1.13,87.82,1.58,1.24,3.61,1.8,1.35,1.47
737,email filler,10.87,19.57,10.87,12.32,22.46,7.97,7.97,7.97
738,hockey,20.73,29.27,6.1,7.32,9.76,12.2,6.1,8.54
739,hockey,9.88,40.12,6.98,7.56,7.56,13.37,7.56,6.98
740,university misc,13.82,18.42,11.18,9.21,11.18,19.74,8.55,7.89
741,for sale,19.46,18.92,12.97,8.11,10.27,10.81,12.43,7.03
742,hockey,23.89,27.53,5.67,9.31,8.91,10.93,6.48,7.29
743,hockey,22.56,34.34,4.04,10.44,5.72,6.06,8.75,8.08
744,hockey,15.53,33.54,8.07,10.56,10.56,8.07,7.45,6.21
745,hockey,25.65,36.89,5.19,5.48,7.49,8.36,4.9,6.05
746,hockey,14.63,39.51,6.83,6.83,6.83,10.24,7.8,7.32
747,hockey,21.37,39.92,5.24,5.65,8.47,8.06,5.65,5.65
748,hockey,13.89,37.22,6.67,8.33,7.78,11.11,6.11,8.89
749,hockey,13.64,27.27,7.79,9.09,9.09,17.53,8.44,7.14
750,hockey,24.13,35.66,6.29,5.94,6.29,8.04,5.24,8.39
751,hockey,14.22,38.99,7.34,7.8,7.8,11.47,5.5,6.88
752,hockey,28.37,29.07,3.81,6.57,7.96,12.46,6.57,5.19
753,hockey,14.81,22.22,7.41,8.15,9.63,17.04,12.59,8.15
754,university misc,10.42,12.5,6.94,11.81,8.33,34.03,7.64,8.33
755,email filler,18.39,17.24,5.75,9.77,23.56,12.64,6.9,5.75
756,hockey,19.4,49.62,4.53,3.78,4.53,5.79,5.29,7.05
757,hockey,9.3,28.68,7.75,10.85,10.08,11.63,9.3,12.4
758,university misc,14.05,10.74,14.05,11.57,11.57,16.53,13.22,8.26
759,university misc,10.42,11.46,10.42,10.42,15.62,16.67,12.5,12.5
760,hockey,21.3,27.83,5.22,6.96,13.04,11.3,8.7,5.65
761,hockey,23.19,48.58,3.28,5.91,5.03,4.81,3.5,5.69
762,hockey,15.42,25.37,7.46,8.46,7.96,16.42,9.95,8.96
763,hockey,16.23,31.17,7.79,8.44,7.14,12.34,9.74,7.14
764,hockey,11.37,47.87,6.16,5.69,6.16,11.85,5.69,5.21
765,hockey,19.89,24.86,8.84,7.73,11.05,13.81,5.52,8.29
766,hockey,23.97,30.82,4.45,9.25,9.59,6.51,5.48,9.93
767,hockey,24.16,33.43,6.46,7.3,7.02,6.18,5.62,9.83
768,email filler,11.86,12.71,8.47,9.32,22.03,15.25,8.47,11.86
769,hockey,9.82,35.58,6.13,6.75,7.36,19.02,7.98,7.36
770,email filler,11.19,12.69,10.45,8.96,26.87,11.19,9.7,8.96
771,hockey,10.13,24.68,7.59,7.59,16.46,17.09,6.96,9.49
772,university misc,11.27,13.38,7.04,8.45,8.45,36.62,7.04,7.75
773,university misc,11.11,13.13,12.12,11.11,14.14,16.16,10.1,12.12
774,university misc,11.03,16.55,7.59,8.97,7.59,31.72,8.97,7.59
775,hockey,2.75,78.36,1.8,2.67,4.44,1.6,2.25,6.13
776,hockey,19.31,22.77,5.94,8.91,15.35,8.42,8.91,10.4
777,hockey,13.69,29.76,7.14,7.14,15.48,11.31,8.33,7.14
778,hockey,23.37,35.4,6.87,6.53,4.81,6.53,8.93,7.56
779,for sale,40.29,28.29,3.71,6.57,4.29,4.86,5.43,6.57
780,hockey,17.18,47.77,6.53,6.19,5.84,7.9,4.81,3.78
781,hockey,10.32,31.35,3.97,8.73,5.16,25.79,7.14,7.54
782,hockey,4.72,53.22,5.58,6.01,5.15,14.59,5.15,5.58
783,hockey,18.94,30.84,5.29,9.69,8.81,11.89,6.17,8.37
784,for sale,25.73,25.73,5.39,12.45,6.64,10.79,5.39,7.88
785,hockey,26.83,37.63,4.53,5.23,7.32,6.27,5.92,6.27
786,hockey,28.08,53.41,1.97,5.38,1.71,2.76,2.76,3.94
787,hockey,2.75,78.85,3.3,2.75,3.3,3.02,3.3,2.75
788,hockey,19.59,22.97,10.81,6.76,13.51,8.78,8.78,8.78
789,hockey,18.5,31.5,6.5,12.0,8.5,8.0,7.0,8.0
790,for sale,24.58,23.73,5.51,8.47,11.44,9.32,8.47,8.47
791,email filler,13.57,19.6,5.53,7.54,24.12,13.57,7.54,8.54
792,hockey,18.33,29.44,7.22,7.22,7.78,12.22,7.78,10.0
793,hockey,16.99,32.52,5.83,6.8,8.74,18.93,4.85,5.34
794,hockey,15.03,30.64,6.94,9.25,10.4,10.4,10.4,6.94
795,hockey,6.9,48.85,5.75,6.32,8.62,9.77,6.9,6.9
796,hockey,15.38,19.58,7.69,7.69,19.58,11.19,10.49,8.39
797,university misc,12.93,12.24,9.52,8.16,10.88,31.29,6.8,8.16
798,hockey,8.45,40.85,9.15,7.75,9.15,7.75,8.45,8.45
799,hockey,15.98,25.44,9.47,7.69,15.38,8.28,9.47,8.28
800,hockey,13.51,25.0,7.43,10.14,12.16,12.16,10.81,8.78
801,hockey,22.36,22.98,8.07,7.45,12.42,10.56,8.07,8.07
802,for sale,31.54,22.82,5.81,9.54,9.96,7.05,7.47,5.81
803,hockey,20.96,23.35,5.99,14.97,10.78,9.58,7.78,6.59
804,hockey,20.54,34.9,2.97,13.12,9.65,8.17,5.2,5.45
805,hockey,7.39,43.35,5.91,5.42,19.21,7.88,5.91,4.93
806,hockey,23.2,34.8,6.96,10.21,7.89,6.73,4.64,5.57
807,hockey,15.48,45.24,5.56,4.76,7.14,9.92,5.56,6.35
808,hockey,18.97,30.26,5.13,6.67,9.74,16.41,5.13,7.69
809,hockey,18.35,51.42,4.13,4.91,3.36,8.79,5.17,3.88
810,hockey,20.28,26.2,3.38,9.86,24.23,6.48,4.79,4.79
811,hockey,10.48,29.52,5.24,7.14,24.29,9.05,7.14,7.14
812,hockey,14.29,26.83,8.01,9.41,19.86,7.67,9.06,4.88
813,hockey,12.44,43.06,5.26,5.26,11.48,6.7,9.09,6.7
814,hockey,16.13,33.18,4.61,8.76,8.76,13.36,8.29,6.91
815,hockey,11.17,42.55,7.98,6.38,11.17,7.98,5.85,6.91
816,hockey,16.0,22.0,7.33,8.0,15.33,12.67,8.67,10.0
817,hockey,15.36,56.98,4.47,4.19,4.19,5.31,4.19,5.31
818,email filler,12.45,14.59,5.58,5.58,43.78,4.72,6.87,6.44
819,for sale,22.29,18.07,7.83,6.02,9.64,17.47,8.43,10.24
820,hockey,3.56,66.9,3.91,3.91,9.25,4.98,3.56,3.91
821,hockey,26.1,26.47,5.88,7.35,6.62,8.46,11.4,7.72
822,hockey,13.69,28.57,5.95,10.12,14.88,10.12,10.71,5.95
823,hockey,15.24,20.95,5.24,13.81,18.1,10.48,8.1,8.1
824,university misc,12.16,16.22,6.76,9.46,9.46,30.41,8.11,7.43
825,hockey,18.65,24.87,6.74,14.51,9.33,10.88,7.25,7.77
826,email filler,16.07,23.28,3.93,5.25,36.39,5.57,4.26,5.25
827,hockey,15.76,25.12,5.91,6.9,8.37,22.66,7.39,7.88
828,hockey,13.64,15.91,15.91,9.85,15.91,10.61,9.09,9.09
829,hockey,11.37,33.18,7.58,8.53,10.43,18.01,5.21,5.69
830,hockey,18.01,31.42,5.75,8.43,7.28,18.39,4.98,5.75
831,hockey,15.22,23.91,8.7,8.7,10.87,16.67,7.97,7.97
832,hockey,12.31,23.08,8.46,10.77,10.77,13.85,10.77,10.0
833,hockey,10.26,24.79,8.55,8.55,14.53,14.53,8.55,10.26
834,email filler,13.42,14.77,8.72,8.05,26.85,12.75,7.38,8.05
835,hockey,8.9,22.6,9.59,11.64,8.9,17.81,9.59,10.96
836,hockey,14.21,27.92,7.61,15.23,14.72,7.61,6.6,6.09
837,hockey,7.25,38.16,9.18,4.83,15.94,9.66,7.25,7.73
838,hockey,20.05,61.19,3.03,4.08,2.33,1.98,4.78,2.56
839,hockey,11.97,60.4,5.7,4.84,4.84,3.99,3.99,4.27
840,hockey,2.45,78.19,3.19,2.7,4.17,3.92,2.7,2.7
841,hockey,8.33,50.0,5.73,6.25,6.77,10.94,6.77,5.21
842,hockey,13.64,59.6,3.79,4.8,5.3,6.31,2.78,3.79
843,hockey,14.84,27.34,8.59,7.81,11.72,14.06,7.81,7.81
844,hockey,19.03,28.36,7.09,7.09,12.31,10.82,6.34,8.96
845,hockey,18.1,39.52,5.24,7.62,9.05,9.52,5.24,5.71
846,hockey,14.14,39.9,8.08,5.56,8.59,10.61,7.58,5.56
847,hockey,16.29,20.22,5.62,8.43,19.1,9.55,7.3,13.48
848,hockey,13.43,34.83,7.96,8.96,6.97,12.94,7.96,6.97
849,hockey,12.98,19.85,10.69,9.92,19.08,9.16,10.69,7.63
850,hockey,13.97,19.12,13.97,11.76,10.29,12.5,7.35,11.03
851,email filler,9.34,9.34,6.04,8.24,42.86,9.89,6.59,7.69
852,for sale,23.33,18.57,5.24,10.0,14.29,16.67,5.24,6.67
853,email filler,13.84,11.95,8.81,9.43,27.04,12.58,9.43,6.92
854,hockey,17.3,31.89,7.57,11.35,7.03,9.19,8.65,7.03
855,guns,7.33,15.97,6.28,10.21,9.69,3.14,4.19,43.19
856,hockey,15.38,34.62,6.15,13.46,12.69,6.92,6.15,4.62
857,hockey,0.68,92.23,1.02,1.16,1.3,1.36,0.89,1.36
858,hockey,14.47,33.96,7.55,6.29,11.95,10.06,7.55,8.18
859,hockey,15.59,34.95,6.45,7.53,10.22,8.6,8.6,8.06
860,for sale,30.63,21.04,4.58,19.58,10.21,4.58,5.0,4.38
861,hockey,6.22,49.76,7.66,4.78,9.57,6.7,6.7,8.61
862,hockey,10.34,21.55,9.48,11.21,12.07,13.79,11.21,10.34
863,hockey,10.67,35.39,6.74,7.3,12.92,8.99,8.99,8.99
864,hockey,17.55,29.26,6.91,7.98,11.17,13.3,6.38,7.45
865,university misc,7.32,22.56,7.32,8.54,7.93,29.88,6.71,9.76
866,email filler,13.18,11.63,8.53,8.53,27.13,10.85,8.53,11.63
867,email filler,2.66,26.59,2.95,3.99,54.65,3.1,2.22,3.84
868,hockey,1.13,87.82,1.47,1.35,3.49,1.92,1.47,1.35
869,university misc,12.66,22.15,6.33,6.96,6.96,29.75,7.59,7.59
870,hockey,3.29,75.45,3.29,2.99,5.69,3.29,2.99,2.99
871,email filler,17.48,16.99,8.74,7.77,25.73,8.25,7.28,7.77
872,hockey,15.22,21.74,8.7,10.14,9.42,15.94,7.97,10.87
873,hockey,14.83,45.93,4.78,7.66,7.66,8.13,4.78,6.22
874,hockey,14.67,20.67,8.0,10.67,20.0,8.0,8.0,10.0
875,hockey,14.81,23.28,5.82,10.58,8.47,13.23,13.76,10.05
876,hockey,11.11,26.14,8.5,10.46,6.54,16.99,11.11,9.15
877,hockey,7.15,74.73,1.67,2.59,3.04,3.2,2.74,4.87
878,email filler,16.67,18.59,7.69,8.33,19.87,8.97,10.26,9.62
879,hockey,16.19,32.39,5.67,6.48,5.26,17.0,7.69,9.31
880,hockey,24.53,38.05,4.72,6.6,3.46,9.75,4.72,8.18
881,hockey,12.07,18.97,11.21,9.48,12.93,17.24,8.62,9.48
882,hockey,6.62,32.75,6.62,7.32,18.47,12.89,4.18,11.15
883,for sale,20.12,13.02,8.28,6.51,17.75,12.43,13.02,8.88
884,hockey,10.33,30.43,8.15,11.96,10.33,12.5,8.7,7.61
885,hockey,24.34,24.87,6.35,5.29,8.47,13.76,9.52,7.41
886,hockey,10.75,34.58,5.14,11.21,10.75,6.54,8.88,12.15
887,for sale,37.67,23.04,4.61,12.74,7.32,4.61,5.15,4.88
888,university misc,11.49,19.54,6.9,6.9,6.9,32.18,8.62,7.47
889,for sale,37.04,23.65,3.7,12.54,9.97,3.7,5.7,3.7
890,for sale,31.9,19.4,5.6,13.36,12.07,4.74,6.03,6.9
891,hockey,6.11,43.33,5.56,7.78,12.78,10.56,7.22,6.67
892,hockey,9.43,27.36,10.38,10.38,12.26,10.38,10.38,9.43
893,hockey,26.46,33.5,3.64,5.83,5.1,14.81,5.1,5.58
894,hockey,13.89,30.56,7.64,9.72,10.42,8.33,8.33,11.11
895,hockey,9.91,20.72,9.01,9.01,14.41,10.81,15.32,10.81
896,hockey,8.22,34.93,10.27,10.27,11.64,8.22,6.85,9.59
897,hockey,18.21,49.25,5.97,6.57,4.18,5.07,4.48,6.27
898,hockey,9.74,29.87,7.14,7.14,16.23,9.09,8.44,12.34
899,hockey,21.88,34.77,4.3,5.86,14.84,7.81,4.3,6.25
900,hockey,21.83,38.03,4.23,8.1,6.34,8.1,7.75,5.63
901,for sale,23.42,20.27,9.01,7.66,13.06,10.36,8.11,8.11
902,hockey,16.88,25.62,8.12,8.12,7.5,18.75,8.12,6.88
903,hockey,24.81,32.56,5.04,6.2,11.24,10.08,4.65,5.43
904,hockey,9.45,32.84,7.96,7.96,13.93,8.46,7.96,11.44
905,university misc,14.95,21.5,7.48,7.94,9.35,24.3,6.54,7.94
906,hockey,21.05,40.79,5.26,7.46,6.58,5.7,6.14,7.02
907,hockey,12.92,42.11,5.74,5.74,8.61,10.53,6.7,7.66
908,university misc,15.03,17.65,6.54,7.19,8.5,28.76,7.84,8.5
909,hockey,9.68,32.8,6.99,9.68,8.6,17.74,6.45,8.06
910,hockey,13.53,31.18,11.18,8.24,10.0,11.18,7.06,7.65
911,hockey,11.84,30.92,7.24,11.18,12.5,9.87,8.55,7.89
912,hockey,18.43,37.76,5.74,7.55,8.76,10.27,6.34,5.14
913,hockey,12.42,36.6,7.19,9.15,10.46,9.15,7.84,7.19
914,email filler,16.48,15.34,6.25,7.39,24.43,11.93,8.52,9.66
915,university misc,9.17,15.6,11.01,9.17,14.68,17.43,11.93,11.01
916,hockey,23.81,26.19,6.19,6.67,10.0,6.19,11.43,9.52
917,hockey,19.66,24.72,5.62,10.11,16.29,11.24,6.74,5.62
918,hockey,26.52,31.3,5.22,4.35,12.17,7.39,7.39,5.65
919,hockey,12.82,27.56,7.05,11.54,16.03,7.69,9.62,7.69
920,hockey,15.4,30.81,4.55,5.81,5.56,19.7,9.34,8.84
921,email filler,13.68,16.41,3.65,4.86,44.98,5.17,5.47,5.78
922,hockey,10.24,31.5,8.66,11.81,9.45,9.45,8.66,10.24
923,hockey,14.67,29.33,9.33,10.0,11.33,7.33,8.0,10.0
924,hockey,8.83,52.65,5.65,7.07,7.77,8.13,4.59,5.3
925,hockey,24.35,35.79,6.64,5.17,5.54,10.7,6.64,5.17
926,university misc,11.11,18.52,10.19,9.26,12.04,19.44,10.19,9.26
927,hockey,10.0,23.08,9.23,10.0,9.23,22.31,7.69,8.46
928,hockey,14.37,24.14,5.75,6.9,21.26,10.92,9.77,6.9
929,email filler,17.91,13.5,3.58,8.26,44.9,3.58,4.13,4.13
930,hockey,21.72,26.64,11.48,7.38,6.56,5.33,15.57,5.33
931,hockey,21.35,23.03,10.11,8.99,10.11,8.43,10.11,7.87
932,hockey,12.2,16.26,9.76,11.38,13.01,16.26,9.76,11.38
933,hockey,29.83,38.43,2.29,7.07,3.82,6.31,5.93,6.31
934,university misc,19.35,18.28,6.99,7.53,9.68,21.51,9.14,7.53
935,hockey,15.66,27.71,5.22,8.03,26.91,6.02,4.82,5.62
936,university misc,10.4,18.4,8.8,10.4,12.0,21.6,10.4,8.0
937,hockey,25.71,41.9,4.44,5.08,5.08,8.25,5.4,4.13
938,hockey,19.3,21.05,6.58,8.77,18.42,7.89,8.77,9.21
939,hockey,15.66,33.33,5.05,9.6,8.08,12.63,7.07,8.59
940,hockey,7.62,34.08,4.93,9.87,15.25,10.31,12.56,5.38
941,hockey,19.19,50.17,4.04,5.72,5.39,6.06,5.05,4.38
942,hockey,10.86,40.57,6.86,6.86,9.14,10.29,6.29,9.14
943,email filler,9.09,15.45,15.45,9.09,17.27,10.0,11.82,11.82
944,hockey,12.02,31.25,6.25,8.65,10.1,11.06,9.13,11.54
945,hockey,10.71,62.11,4.61,4.45,5.6,3.46,5.77,3.29
946,hockey,6.73,54.55,5.05,6.73,6.73,5.39,7.07,7.74
947,email filler,21.01,9.92,2.02,13.28,45.04,3.19,3.03,2.52
948,email filler,9.71,9.71,14.56,10.68,16.5,13.59,14.56,10.68
949,hockey,14.84,21.43,8.24,9.34,18.13,11.54,8.24,8.24
950,hockey,11.02,50.79,6.69,7.48,7.09,4.33,8.27,4.33
951,email filler,23.99,12.36,2.21,17.9,32.66,3.69,2.77,4.43
952,hockey,14.29,29.49,6.45,7.37,14.75,15.21,5.99,6.45
953,hockey,11.83,40.46,6.11,8.02,8.02,9.92,8.02,7.63
954,hockey,14.49,22.22,8.21,13.53,16.43,9.18,8.21,7.73
955,university misc,17.31,19.87,7.05,8.97,9.62,21.79,7.69,7.69
956,hockey,21.71,23.68,7.24,8.55,10.53,10.53,8.55,9.21
957,for sale,29.0,13.45,3.29,17.19,28.7,2.84,2.99,2.54
958,hockey,4.9,57.35,4.9,5.39,8.82,6.86,5.88,5.88
959,hockey,9.14,34.95,6.99,5.91,16.13,8.06,6.99,11.83
960,for sale,18.9,17.68,6.71,6.71,15.85,12.2,12.2,9.76
961,hockey,18.47,25.48,7.01,7.64,14.65,10.19,8.28,8.28
962,hockey,11.39,47.26,5.49,6.75,8.02,7.59,7.17,6.33
963,hockey,13.61,18.93,7.1,8.88,18.93,15.38,8.88,8.28
964,university misc,10.74,19.46,10.74,8.72,9.4,23.49,7.38,10.07
965,for sale,18.88,15.82,5.1,8.16,12.24,15.31,16.33,8.16
966,hockey,13.59,41.26,7.28,7.28,6.8,10.68,7.77,5.34
967,hockey,11.07,30.1,5.19,8.65,23.18,10.03,4.5,7.27
968,hockey,20.44,53.11,3.61,8.42,3.81,3.41,3.81,3.41
969,email filler,3.57,17.86,3.57,4.29,58.57,4.29,3.57,4.29
970,email filler,15.04,12.78,10.53,7.52,27.82,9.02,9.02,8.27
971,hockey,16.48,44.57,4.87,6.74,4.49,10.49,7.12,5.24
972,university misc,10.58,15.38,5.77,10.1,7.69,37.98,6.25,6.25
973,university misc,13.55,14.19,7.74,9.68,7.1,33.55,7.1,7.1
974,hockey,6.23,53.77,4.59,7.21,8.2,6.89,9.18,3.93
975,for sale,20.88,16.48,6.04,15.93,13.74,10.99,7.14,8.79
976,hockey,12.28,71.77,2.39,1.91,2.55,3.35,3.35,2.39
977,hockey,13.43,56.24,2.53,7.27,2.53,6.32,4.9,6.79
978,hockey,8.07,43.48,6.83,6.21,11.18,8.07,8.7,7.45
979,hockey,13.33,35.56,7.78,8.89,9.44,8.33,6.67,10.0
980,hockey,20.56,26.17,5.14,6.54,7.94,19.63,7.94,6.07
981,university misc,7.04,26.76,6.1,8.45,7.04,32.39,7.04,5.16
982,hockey,14.71,31.37,5.88,8.82,15.69,7.35,9.8,6.37
983,hockey,13.96,32.43,6.76,9.01,7.21,6.76,8.56,15.32
984,hockey,11.27,39.27,5.82,5.82,6.91,6.55,6.18,18.18
985,hockey,16.67,41.67,3.33,5.33,10.0,5.67,8.33,9.0
986,hockey,9.4,19.46,6.71,11.41,17.45,13.42,7.38,14.77
987,hockey,9.29,42.62,8.74,7.1,8.74,9.29,7.1,7.1
988,hockey,17.98,35.39,6.18,6.74,7.3,9.55,9.55,7.3
989,hockey,10.37,32.93,9.76,10.37,11.59,7.93,7.32,9.76
990,hockey,10.61,29.55,10.61,9.09,11.36,13.64,7.58,7.58
991,hockey,19.77,20.35,8.14,7.56,18.02,8.72,9.88,7.56
992,hockey,9.43,17.92,13.21,10.38,13.21,14.15,11.32,10.38
993,for sale,37.16,17.52,3.63,15.11,9.37,4.53,6.65,6.04
994,hockey,11.11,23.98,8.77,8.19,19.3,13.45,8.19,7.02
995,hockey,18.06,34.26,6.02,9.72,11.11,8.8,6.02,6.02
996,hockey,14.11,42.74,5.39,5.81,5.81,9.13,5.81,11.2
997,for sale,27.6,27.2,6.8,10.4,6.0,8.8,5.2,8.0
998,hockey,8.73,30.16,9.52,9.52,11.11,11.9,10.32,8.73
999,hockey,10.56,39.44,6.11,7.78,9.44,11.11,7.22,8.33
1000,hockey,13.87,25.43,12.14,11.56,6.94,12.72,9.25,8.09
1001,hockey,13.26,36.46,5.52,9.94,11.05,10.5,6.08,7.18
1002,hockey,4.2,67.23,5.04,4.2,5.46,4.62,4.62,4.62
1003,hockey,9.43,29.56,10.69,9.43,10.69,13.84,7.55,8.81
1004,hockey,12.57,28.14,8.38,12.57,9.58,12.57,9.58,6.59
1005,hockey,16.43,20.0,10.71,7.86,15.0,10.0,10.0,10.0
1006,hockey,16.1,38.98,5.51,5.08,6.78,12.71,8.05,6.78
1007,hockey,20.82,37.2,4.44,5.46,8.19,12.97,4.44,6.48
1008,hockey,12.8,20.73,8.54,7.32,14.63,13.41,10.98,11.59
1009,hockey,4.12,70.41,4.12,3.75,4.87,4.49,3.75,4.49
1010,hockey,9.52,76.1,1.5,1.85,1.68,1.59,3.26,4.5
1011,hockey,26.95,33.69,4.61,4.26,7.8,11.35,6.03,5.32
1012,hockey,24.4,36.84,7.18,5.74,7.66,6.7,6.22,5.26
1013,hockey,9.7,48.52,5.06,5.49,8.44,10.13,5.91,6.75
1014,hockey,9.66,29.55,9.09,7.39,14.77,14.2,7.95,7.39
1015,for sale,27.06,17.06,10.0,6.47,7.06,11.76,10.0,10.59
1016,hockey,32.83,36.93,3.67,6.91,8.21,4.97,3.67,2.81
1017,for sale,31.05,26.47,3.27,6.21,7.84,7.84,8.5,8.82
1018,hockey,12.16,22.07,6.76,8.56,19.82,12.16,6.31,12.16
1019,hockey,15.88,29.41,6.47,8.24,10.59,13.53,8.82,7.06
1020,hockey,35.43,38.93,3.26,4.2,4.66,5.59,4.43,3.5
1021,hockey,23.22,34.12,7.11,7.11,8.06,8.53,6.16,5.69
1022,for sale,33.33,21.53,4.13,12.09,7.37,8.55,7.08,5.9
1023,hockey,11.43,36.0,5.71,9.71,9.14,10.86,9.71,7.43
1024,hockey,18.37,30.61,7.48,6.8,9.52,10.88,9.52,6.8
1025,hockey,19.28,31.73,5.62,5.62,5.62,15.66,6.43,10.04
1026,hockey,25.54,36.36,5.63,5.63,6.49,6.93,5.63,7.79
1027,email filler,18.32,18.32,5.76,6.28,26.18,10.47,7.85,6.81
1028,hockey,12.35,22.94,6.47,8.24,22.35,11.18,8.82,7.65
1029,email filler,12.78,15.56,9.44,6.67,27.78,13.89,7.22,6.67
1030,hockey,13.29,39.87,8.86,6.33,7.59,9.49,8.23,6.33
1031,university misc,8.78,21.46,7.32,11.71,9.27,24.39,8.29,8.78
1032,hockey,9.68,34.19,7.74,7.1,13.55,10.97,8.39,8.39
1033,hockey,24.46,28.26,5.98,8.15,9.78,9.78,7.61,5.98
1034,for sale,15.86,14.48,9.66,13.1,11.72,14.48,9.66,11.03
1035,hockey,23.8,55.54,2.28,3.15,2.39,1.74,5.87,5.22
1036,hockey,21.86,55.05,3.3,4.74,3.3,2.68,4.33,4.74
1037,hockey,17.92,22.54,6.36,12.14,9.25,13.87,9.25,8.67
1038,university misc,10.33,13.64,7.02,9.92,6.61,42.15,4.55,5.79
1039,hockey,13.14,21.9,8.76,8.76,9.49,16.79,13.14,8.03
1040,university misc,9.43,14.15,9.43,10.38,13.21,23.58,10.38,9.43
1041,hockey,8.81,37.89,9.69,4.85,10.13,13.66,8.37,6.61
1042,hockey,16.28,29.3,6.98,6.05,16.28,11.16,7.91,6.05
1043,hockey,17.25,42.75,5.1,8.24,7.84,7.45,6.67,4.71
1044,hockey,15.42,33.64,5.14,9.81,10.28,8.41,8.41,8.88
1045,hockey,19.17,31.61,6.22,8.29,9.84,10.36,6.74,7.77
1046,hockey,16.2,35.56,5.63,5.28,11.97,4.23,10.56,10.56
1047,hockey,20.63,35.56,4.44,6.35,6.35,12.06,7.94,6.67
1048,hockey,17.04,24.44,8.89,8.89,11.11,11.11,9.63,8.89
1049,for sale,18.52,16.67,7.41,6.79,16.05,11.73,11.73,11.11
1050,hockey,19.84,26.72,6.07,8.5,11.74,10.53,8.5,8.1
1051,email filler,12.28,14.91,11.4,10.53,18.42,11.4,11.4,9.65
1052,hockey,23.84,40.07,5.3,6.29,6.62,5.63,6.95,5.3
1053,hockey,14.53,31.84,7.82,7.82,8.38,15.64,7.82,6.15
1054,hockey,12.02,37.16,7.1,8.2,9.29,8.74,6.56,10.93
1055,hockey,11.16,45.12,5.58,7.91,8.84,9.3,5.12,6.98
1056,hockey,22.5,26.5,7.5,8.5,8.5,6.5,9.5,10.5
1057,hockey,12.77,37.77,6.38,5.85,8.51,9.04,12.23,7.45
1058,hockey,12.5,28.33,8.33,9.17,12.5,10.0,10.83,8.33
1059,for sale,27.97,18.7,3.25,10.08,4.23,3.41,7.8,24.55
1060,hockey,13.99,29.02,5.7,10.36,12.44,9.33,9.84,9.33
1061,hockey,15.29,24.71,9.41,10.59,10.59,12.35,8.82,8.24
1062,hockey,10.69,33.33,6.92,11.32,9.43,11.32,8.81,8.18
1063,hockey,11.0,32.5,5.0,6.5,12.0,16.0,9.0,8.0
1064,hockey,12.16,36.94,4.95,6.76,11.71,10.81,4.95,11.71
1065,hockey,18.32,28.71,5.94,6.93,19.31,6.93,6.44,7.43
1066,hockey,14.46,28.92,7.83,9.04,8.43,13.86,9.64,7.83
1067,hockey,10.98,32.37,7.51,9.83,8.09,12.72,9.25,9.25
1068,email filler,17.34,13.87,8.09,9.83,21.39,10.98,8.67,9.83
1069,email filler,8.85,12.39,9.73,8.85,30.09,9.73,9.73,10.62
1070,hockey,22.47,36.33,5.62,7.49,7.49,9.36,7.12,4.12
1071,email filler,7.23,11.45,6.02,6.02,40.96,12.05,8.43,7.83
1072,email filler,16.8,14.34,5.33,10.25,24.59,12.7,10.66,5.33
1073,hockey,11.92,51.32,4.64,4.97,6.29,11.59,4.64,4.64
1074,hockey,12.69,38.08,4.62,6.92,10.77,14.23,5.38,7.31
1075,hockey,8.06,32.26,9.68,8.06,12.9,11.29,8.87,8.87
1076,hockey,2.96,77.22,3.55,2.96,3.55,3.55,2.96,3.25
1077,hockey,28.8,34.81,5.7,4.75,6.65,6.01,6.96,6.33
1078,hockey,13.16,17.54,10.53,10.53,17.54,9.65,11.4,9.65
1079,hockey,11.72,22.76,8.97,7.59,15.17,13.1,8.97,11.72
1080,hockey,22.07,31.92,7.98,8.92,6.1,8.45,7.98,6.57
1081,for sale,32.48,22.51,5.14,16.72,8.04,5.14,4.82,5.14
1082,hockey,16.96,31.74,6.09,8.26,6.09,16.09,5.65,9.13
1083,hockey,31.89,41.44,4.32,5.23,3.42,4.68,4.32,4.68
1084,email filler,13.85,13.08,7.69,9.23,25.38,9.23,10.77,10.77
1085,email filler,8.59,16.56,7.36,7.36,36.2,9.2,6.13,8.59
1086,hockey,15.34,24.54,7.98,9.82,13.5,12.27,7.98,8.59
1087,for sale,30.07,21.74,7.97,7.25,8.7,11.59,6.52,6.16
1088,hockey,16.29,24.16,7.87,7.87,14.61,12.36,10.11,6.74
1089,email filler,5.51,30.22,3.34,7.68,33.56,4.67,4.67,10.35
1090,hockey,7.33,22.67,8.0,8.0,16.0,22.67,6.67,8.67
1091,hockey,19.88,24.53,5.59,11.8,7.14,6.21,9.32,15.53
1092,hockey,14.4,30.0,6.0,9.2,4.8,25.6,5.2,4.8
1093,hockey,19.32,26.1,4.75,6.44,7.46,21.69,5.42,8.81
1094,university misc,9.45,11.02,11.02,7.87,10.24,29.92,10.24,10.24
