document,actual,hockey,atheism,for sale,apple hardware,electronics,guns
910,electronics,9.91,14.86,11.71,23.87,25.68,13.96
911,apple hardware,12.23,10.79,11.51,40.29,15.11,10.07
912,apple hardware,6.83,9.32,11.8,38.51,21.12,12.42
913,apple hardware,9.84,9.84,21.31,31.15,13.11,14.75
914,apple hardware,14.63,11.38,14.63,30.08,14.63,14.63
915,apple hardware,11.46,12.5,19.79,32.29,13.54,10.42
916,apple hardware,8.2,9.84,15.57,43.44,13.11,9.84
917,apple hardware,8.71,3.53,6.43,68.46,4.98,7.88
918,apple hardware,11.22,10.2,21.43,28.57,11.22,17.35
919,electronics,20.55,12.33,13.7,15.07,24.66,13.7
920,guns,7.05,18.94,14.54,16.3,17.62,25.55
921,apple hardware,8.22,3.81,5.01,68.34,5.21,9.42
922,apple hardware,9.48,12.07,15.52,27.59,22.41,12.93
923,apple hardware,12.63,13.68,20.0,25.26,14.74,13.68
924,apple hardware,10.53,9.65,14.91,40.35,13.16,11.4
925,apple hardware,19.01,17.36,16.53,22.31,14.05,10.74
926,apple hardware,10.2,10.61,13.06,28.57,20.82,16.73
927,electronics,8.37,14.1,14.1,20.26,23.35,19.82
928,electronics,13.21,9.43,11.32,24.53,29.25,12.26
929,apple hardware,11.11,11.73,11.11,35.8,14.81,15.43
930,guns,19.59,9.46,13.51,14.86,12.84,29.73
931,for sale,11.11,12.22,23.33,21.11,16.67,15.56
932,electronics,14.48,11.31,8.6,14.48,25.79,25.34
933,apple hardware,11.59,17.39,13.77,31.16,12.32,13.77
934,for sale,14.68,12.84,21.1,19.27,16.51,15.6
935,for sale,11.22,10.2,39.8,16.33,12.24,10.2
936,apple hardware,8.43,9.55,14.61,39.89,20.22,7.3
937,apple hardware,13.92,13.29,14.56,32.91,12.03,13.29
938,apple hardware,11.54,12.5,16.35,34.62,12.5,12.5
939,apple hardware,15.0,15.0,16.0,25.0,15.0,14.0
940,hockey,22.81,11.7,17.54,21.64,11.11,15.2
941,apple hardware,18.71,7.19,11.51,43.88,9.35,9.35
942,apple hardware,26.32,9.02,12.03,27.07,14.29,11.28
943,apple hardware,5.95,10.12,5.95,46.73,19.64,11.61
944,apple hardware,12.69,9.7,9.7,48.51,9.7,9.7
945,apple hardware,11.68,8.76,8.76,50.36,8.03,12.41
946,electronics,14.68,13.76,16.51,16.51,23.85,14.68
947,apple hardware,8.62,8.62,10.34,47.41,12.93,12.07
948,apple hardware,10.5,7.29,5.25,64.43,6.71,5.83
949,apple hardware,12.63,11.58,15.79,30.53,11.58,17.89
950,apple hardware,20.42,8.45,13.38,28.87,16.9,11.97
951,apple hardware,9.76,10.57,13.01,34.96,21.14,10.57
952,apple hardware,10.98,14.45,14.45,37.57,12.72,9.83
953,apple hardware,10.17,9.32,13.56,28.81,15.25,22.88
954,for sale,13.64,11.36,30.68,20.45,12.5,11.36
955,apple hardware,22.56,9.49,3.85,48.72,8.72,6.67
956,electronics,11.38,7.19,10.18,26.35,32.34,12.57
957,apple hardware,15.6,11.01,13.76,26.61,13.76,19.27
958,apple hardware,12.9,10.75,20.43,29.03,16.13,10.75
959,apple hardware,17.65,8.4,16.81,23.53,13.45,20.17
960,apple hardware,8.53,8.53,10.85,47.29,16.28,8.53
961,for sale,11.76,16.67,22.55,19.61,17.65,11.76
962,apple hardware,16.22,12.61,17.12,22.52,19.82,11.71
963,apple hardware,13.39,11.61,13.39,34.82,12.5,14.29
964,apple hardware,16.35,12.5,14.42,32.69,12.5,11.54
965,for sale,13.68,11.58,27.37,15.79,20.0,11.58
966,apple hardware,14.29,8.07,14.29,27.33,23.6,12.42
967,apple hardware,10.89,12.87,14.85,33.66,14.85,12.87
968,for sale,10.89,12.87,23.76,19.8,16.83,15.84
969,apple hardware,15.62,13.12,10.0,30.63,17.5,13.12
970,for sale,7.91,7.91,29.94,27.68,15.25,11.3
971,electronics,9.3,11.63,10.08,10.08,44.19,14.73
972,electronics,7.77,11.92,16.06,10.88,38.34,15.03
973,apple hardware,15.69,14.71,8.82,39.87,9.15,11.76
974,for sale,11.7,10.64,24.47,18.09,21.28,13.83
975,apple hardware,16.2,9.86,10.56,28.17,22.54,12.68
976,apple hardware,12.17,11.3,15.65,29.57,13.91,17.39
977,apple hardware,12.88,7.58,14.39,34.85,20.45,9.85
978,electronics,11.11,9.26,16.67,22.22,27.78,12.96
979,apple hardware,11.32,10.38,18.87,34.91,12.26,12.26
980,for sale,14.05,14.05,23.97,23.97,13.22,10.74
981,apple hardware,9.96,11.2,6.64,46.06,16.6,9.54
982,guns,16.5,13.59,16.5,15.53,17.48,20.39
983,apple hardware,7.41,8.15,11.11,38.52,24.44,10.37
984,apple hardware,6.44,7.73,6.44,38.2,33.05,8.15
985,apple hardware,4.35,10.56,5.28,54.35,13.98,11.49
986,apple hardware,9.91,11.71,18.02,33.33,15.32,11.71
987,apple hardware,9.24,13.45,21.01,27.73,15.97,12.61
988,apple hardware,16.0,12.0,18.0,20.0,20.0,14.0
989,apple hardware,11.89,11.19,13.99,31.47,18.88,12.59
990,apple hardware,9.49,10.13,12.03,39.87,14.56,13.92
991,apple hardware,7.67,7.99,9.27,59.74,9.58,5.75
992,apple hardware,15.6,11.01,17.43,32.11,13.76,10.09
993,apple hardware,14.29,14.29,13.27,33.67,11.22,13.27
994,for sale,13.08,17.76,24.3,18.69,13.08,13.08
995,apple hardware,17.53,11.34,17.53,24.74,13.4,15.46
996,apple hardware,12.39,10.62,15.93,26.55,19.47,15.04
997,electronics,10.32,10.32,12.9,23.23,30.97,12.26
998,electronics,14.95,10.28,11.21,23.36,25.23,14.95
999,electronics,12.5,7.35,22.06,17.65,27.21,13.24
1000,apple hardware,6.19,6.88,4.59,67.2,5.96,9.17
1001,apple hardware,12.79,11.63,12.79,38.37,11.63,12.79
1002,apple hardware,12.9,12.9,11.83,39.78,11.83,10.75
1003,electronics,12.95,11.87,10.43,19.78,34.17,10.79
1004,apple hardware,12.82,12.82,19.23,25.64,15.38,14.1
1005,apple hardware,9.56,13.55,14.34,35.06,14.74,12.75
1006,apple hardware,7.79,11.26,6.06,39.39,23.38,12.12
1007,apple hardware,20.27,14.19,10.81,27.7,14.86,12.16
1008,electronics,13.39,10.24,12.6,18.11,34.65,11.02
1009,apple hardware,11.54,11.54,18.27,30.77,14.42,13.46
1010,for sale,12.87,11.88,27.72,20.79,16.83,9.9
1011,apple hardware,11.65,10.68,13.59,37.86,13.59,12.62
1012,apple hardware,11.3,8.7,16.52,40.0,12.17,11.3
1013,for sale,15.73,11.24,21.35,20.22,16.85,14.61
1014,apple hardware,13.0,14.0,13.0,23.0,23.0,14.0
1015,apple hardware,6.78,8.47,17.51,35.59,19.21,12.43
1016,for sale,9.48,10.34,26.72,20.69,19.83,12.93
1017,apple hardware,9.62,13.46,20.19,29.81,10.58,16.35
1018,apple hardware,9.55,8.92,22.29,24.84,20.38,14.01
1019,apple hardware,12.64,11.49,13.79,37.93,12.64,11.49
1020,apple hardware,11.43,9.52,11.43,39.05,18.1,10.48
1021,electronics,11.86,10.17,11.86,22.88,31.36,11.86
1022,apple hardware,13.27,8.85,19.47,27.43,14.16,16.81
1023,apple hardware,11.96,11.96,17.39,32.61,13.04,13.04
1024,apple hardware,13.04,11.96,16.3,30.43,15.22,13.04
1025,apple hardware,13.71,9.68,11.29,45.16,12.1,8.06
1026,apple hardware,11.81,14.17,14.96,25.98,18.9,14.17
1027,apple hardware,3.19,9.19,3.38,61.54,16.7,6.0
1028,apple hardware,11.3,8.7,13.91,40.0,15.65,10.43
1029,apple hardware,11.11,10.32,10.32,42.86,10.32,15.08
1030,apple hardware,9.21,15.13,10.53,38.82,9.87,16.45
1031,apple hardware,15.33,10.22,13.14,40.15,10.22,10.95
1032,for sale,12.2,12.2,24.39,18.29,20.73,12.2
1033,electronics,14.2,9.26,20.37,16.67,24.69,14.81
1034,hockey,37.41,8.63,17.27,15.83,9.35,11.51
1035,apple hardware,16.3,10.87,14.13,30.43,16.3,11.96
1036,apple hardware,9.15,7.04,16.9,35.92,22.54,8.45
1037,apple hardware,11.05,8.72,15.12,44.77,12.79,7.56
1038,apple hardware,11.32,15.09,16.98,32.08,10.38,14.15
1039,apple hardware,15.24,10.48,13.33,34.29,12.38,14.29
1040,apple hardware,11.96,13.04,15.22,29.35,14.13,16.3
1041,for sale,8.67,7.14,28.06,27.55,14.29,14.29
1042,apple hardware,8.77,13.16,21.05,37.72,8.77,10.53
1043,apple hardware,18.55,12.9,15.32,21.77,13.71,17.74
1044,apple hardware,11.19,11.19,17.48,40.56,11.19,8.39
1045,apple hardware,9.35,17.76,14.02,34.58,12.15,12.15
1046,apple hardware,17.09,10.26,15.38,31.62,14.53,11.11
1047,apple hardware,9.86,7.75,4.93,42.96,25.0,9.51
1048,apple hardware,10.81,12.61,10.81,40.54,11.71,13.51
1049,apple hardware,11.65,10.68,12.62,33.01,18.45,13.59
1050,apple hardware,11.76,12.75,13.73,32.35,17.65,11.76
1051,apple hardware,17.05,9.3,13.18,27.91,22.48,10.08
1052,electronics,14.38,8.9,15.07,17.12,35.62,8.9
1053,for sale,17.28,12.35,23.46,16.05,17.28,13.58
1054,apple hardware,8.02,7.55,8.96,48.58,14.62,12.26
1055,apple hardware,12.75,11.76,17.65,32.35,11.76,13.73
1056,apple hardware,16.67,11.76,21.57,23.53,14.71,11.76
1057,apple hardware,13.4,13.4,19.59,21.65,16.49,15.46
1058,apple hardware,12.38,13.33,18.1,22.86,20.95,12.38
1059,for sale,16.35,9.62,23.08,20.19,15.38,15.38
1060,apple hardware,12.63,14.74,18.95,26.32,12.63,14.74
1061,apple hardware,11.11,10.32,19.05,26.98,17.46,15.08
1062,apple hardware,13.27,10.62,18.58,23.89,16.81,16.81
1063,apple hardware,12.9,11.83,20.43,32.26,11.83,10.75
1064,apple hardware,10.42,7.64,12.5,45.83,15.28,8.33
1065,hockey,48.76,27.93,5.79,3.14,4.3,10.08
1066,hockey,49.14,19.4,12.5,5.17,7.33,6.47
1067,hockey,42.33,16.4,12.7,8.47,8.99,11.11
1068,hockey,42.18,9.52,14.97,13.61,10.2,9.52
1069,for sale,21.5,9.35,39.25,10.28,9.35,10.28
1070,hockey,54.31,13.79,7.76,5.6,10.34,8.19
1071,for sale,17.8,13.56,27.97,13.56,14.41,12.71
1072,hockey,20.99,13.58,18.52,17.28,14.81,14.81
1073,hockey,51.3,13.04,11.74,6.96,6.09,10.87
1074,hockey,43.44,12.22,15.84,7.24,11.76,9.5
1075,hockey,92.72,1.35,1.35,1.35,1.75,1.48
1076,hockey,88.63,2.15,2.15,2.15,2.36,2.58
1077,hockey,48.67,8.0,21.33,8.0,7.33,6.67
1078,hockey,30.3,11.36,18.18,8.33,13.64,18.18
1079,hockey,51.06,12.34,11.91,6.38,8.09,10.21
1080,hockey,39.64,14.79,19.53,8.28,10.06,7.69
1081,hockey,33.52,16.48,16.48,10.99,8.24,14.29
1082,hockey,48.94,21.96,7.41,5.82,7.41,8.47
1083,hockey,34.15,8.94,17.89,15.45,12.2,11.38
1084,hockey,49.52,21.22,8.04,4.5,6.11,10.61
1085,hockey,42.44,14.15,15.61,8.78,9.76,9.27
1086,hockey,73.73,7.28,4.43,5.06,5.06,4.43
1087,hockey,38.26,10.43,18.26,8.7,13.91,10.43
1088,hockey,24.89,14.93,16.74,10.86,19.91,12.67
1089,hockey,57.14,11.76,7.98,6.3,9.24,7.56
1090,hockey,36.29,14.67,13.13,8.49,17.76,9.65
1091,hockey,26.19,14.29,15.48,15.48,14.29,14.29
1092,hockey,77.96,5.11,5.43,3.19,5.11,3.19
1093,hockey,45.28,8.18,16.98,7.55,10.69,11.32
1094,hockey,34.88,33.89,11.63,3.99,6.98,8.64
1095,hockey,46.63,17.79,10.43,10.43,7.36,7.36
1096,hockey,33.1,14.48,15.86,13.1,11.03,12.41
1097,for sale,29.45,8.9,30.82,10.27,8.9,11.64
1098,hockey,52.84,7.95,15.34,8.52,7.95,7.39
1099,for sale,15.76,17.58,33.33,13.94,9.09,10.3
1100,hockey,47.77,10.19,9.55,7.64,12.1,12.74
1101,hockey,34.88,13.95,13.18,8.53,13.18,16.28
1102,hockey,24.51,10.78,19.61,17.65,16.67,10.78
1103,hockey,38.69,16.07,17.26,8.93,8.33,10.71
1104,hockey,51.69,14.23,8.99,4.87,6.37,13.86
1105,hockey,34.71,18.18,12.4,11.57,13.22,9.92
1106,hockey,27.54,10.87,21.74,14.49,16.67,8.7
1107,hockey,44.29,8.57,22.86,7.62,9.05,7.62
1108,hockey,46.03,20.5,13.39,5.86,6.28,7.95
1109,hockey,35.04,15.38,15.38,9.4,11.11,13.68
1110,hockey,43.59,13.46,10.26,8.97,7.69,16.03
1111,hockey,41.0,17.0,14.5,7.0,12.5,8.0
1112,for sale,26.79,8.93,38.1,10.12,8.33,7.74
1113,hockey,48.98,10.71,14.8,6.63,10.2,8.67
1114,hockey,44.3,13.42,17.45,8.72,7.38,8.72
1115,hockey,40.0,15.71,16.67,7.62,8.1,11.9
1116,hockey,33.09,12.95,25.9,10.07,9.35,8.63
1117,hockey,41.94,19.89,8.6,9.68,8.6,11.29
1118,for sale,16.84,12.76,45.92,7.65,9.18,7.65
1119,for sale,26.73,10.89,27.72,12.87,9.9,11.88
1120,hockey,50.47,19.12,11.91,5.33,4.7,8.46
1121,hockey,50.88,7.89,13.16,9.21,7.46,11.4
1122,hockey,30.96,13.81,20.92,7.95,14.64,11.72
1123,hockey,47.8,7.55,19.5,9.43,8.18,7.55
1124,hockey,40.09,9.05,15.09,6.9,7.76,21.12
1125,hockey,48.66,18.01,9.96,4.98,8.43,9.96
1126,hockey,49.04,9.58,9.96,8.05,15.71,7.66
1127,hockey,47.77,17.18,11.34,4.12,7.9,11.68
1128,hockey,57.37,12.35,8.37,4.78,6.37,10.76
1129,hockey,80.5,5.11,1.73,1.39,5.81,5.46
1130,hockey,53.51,18.45,11.07,5.17,5.54,6.27
1131,hockey,50.99,10.67,12.25,6.32,7.91,11.86
1132,hockey,74.47,6.08,5.78,3.95,5.17,4.56
1133,hockey,46.18,14.06,14.86,6.02,9.64,9.24
1134,hockey,80.93,2.79,5.35,5.35,3.02,2.56
1135,hockey,30.19,13.21,15.72,12.58,15.09,13.21
1136,hockey,52.7,13.24,11.08,6.49,7.03,9.46
1137,electronics,13.86,10.89,16.83,21.78,25.74,10.89
1138,hockey,53.32,14.5,9.09,4.18,5.65,13.27
1139,hockey,34.51,13.38,18.31,9.15,9.86,14.79
1140,hockey,42.52,11.02,15.75,8.66,8.66,13.39
1141,hockey,37.41,10.88,19.05,8.16,9.52,14.97
1142,hockey,63.64,6.06,10.91,6.06,6.67,6.67
1143,hockey,23.84,16.56,19.87,15.89,9.27,14.57
1144,hockey,70.37,5.29,7.94,5.29,5.82,5.29
1145,hockey,73.56,5.47,4.28,6.79,3.99,5.91
1146,hockey,91.93,1.5,2.31,1.85,1.27,1.15
1147,hockey,32.2,14.41,16.1,11.86,14.41,11.02
1148,hockey,45.83,13.89,12.5,7.64,7.64,12.5
1149,hockey,49.34,8.55,11.18,8.55,9.87,12.5
1150,hockey,25.76,17.42,25.0,9.09,13.64,9.09
1151,hockey,26.67,15.15,15.15,16.36,14.55,12.12
1152,hockey,36.12,18.94,17.62,6.17,11.89,9.25
1153,hockey,45.49,18.41,8.66,4.69,8.3,14.44
1154,hockey,42.55,14.18,9.93,9.93,12.06,11.35
1155,hockey,50.15,16.21,11.31,7.03,7.95,7.34
1156,hockey,50.81,10.81,13.51,5.95,10.81,8.11
1157,hockey,49.56,11.84,10.53,5.7,11.4,10.96
1158,hockey,41.25,13.12,18.75,6.25,9.38,11.25
1159,hockey,40.3,11.94,13.43,9.7,13.43,11.19
1160,hockey,49.62,12.03,15.79,6.02,8.27,8.27
1161,hockey,45.45,13.13,12.12,8.08,12.63,8.59
1162,hockey,46.47,13.01,14.13,6.32,12.27,7.81
1163,hockey,28.7,13.91,18.26,9.57,18.26,11.3
1164,hockey,28.23,13.71,26.61,9.68,9.68,12.1
1165,hockey,41.56,11.04,14.29,11.04,12.34,9.74
1166,hockey,65.52,7.96,8.49,3.45,6.9,7.69
1167,hockey,40.37,11.01,13.76,12.84,11.93,10.09
1168,atheism,14.85,21.78,14.85,17.82,17.82,12.87
1169,for sale,13.16,13.16,19.74,18.42,17.11,18.42
1170,hockey,44.29,10.0,14.76,6.19,19.05,5.71
1171,hockey,59.04,14.87,8.01,4.35,6.18,7.55
1172,hockey,33.7,18.23,14.36,8.84,12.15,12.71
1173,hockey,40.3,14.18,14.93,7.46,12.69,10.45
1174,hockey,56.02,10.99,11.52,7.85,6.28,7.33
1175,hockey,36.02,14.29,14.91,10.56,8.7,15.53
1176,hockey,38.24,15.44,11.4,7.35,8.82,18.75
1177,hockey,44.05,18.75,10.71,4.76,9.52,12.2
1178,hockey,25.51,16.33,23.47,12.24,11.22,11.22
1179,hockey,49.65,10.49,16.08,6.99,9.09,7.69
1180,electronics,15.79,9.65,18.42,16.67,25.44,14.04
1181,hockey,41.3,12.32,19.57,8.7,10.14,7.97
1182,hockey,27.87,12.3,27.05,9.84,13.11,9.84
1183,for sale,17.72,12.66,20.25,15.19,16.46,17.72
1184,hockey,39.2,11.2,20.0,9.6,8.8,11.2
1185,hockey,81.28,2.44,1.82,2.61,2.06,9.81
1186,hockey,39.56,12.64,19.78,7.14,8.79,12.09
1187,hockey,43.24,10.14,19.59,8.11,11.49,7.43
1188,hockey,47.23,14.02,8.12,7.75,9.23,13.65
1189,hockey,47.88,22.42,8.18,6.06,5.45,10.0
1190,hockey,56.83,9.23,12.18,5.9,7.01,8.86
1191,hockey,53.88,15.09,10.34,4.74,6.47,9.48
1192,hockey,66.2,5.63,9.39,6.1,5.63,7.04
1193,hockey,41.06,15.46,16.43,5.31,9.18,12.56
1194,hockey,34.84,20.81,17.65,6.33,9.5,10.86
1195,hockey,52.81,13.48,10.49,4.49,10.86,7.87
1196,hockey,65.77,18.33,4.18,2.43,4.18,5.12
1197,hockey,82.85,2.91,3.2,3.78,4.07,3.2
1198,hockey,29.69,8.59,18.75,12.5,14.84,15.62
1199,hockey,40.0,19.44,12.78,8.89,7.22,11.67
1200,hockey,34.26,19.91,8.8,10.65,9.26,17.13
1201,hockey,39.11,12.29,17.88,8.38,8.38,13.97
1202,hockey,38.12,13.12,16.25,9.38,10.62,12.5
1203,hockey,40.86,16.67,19.35,6.99,7.53,8.6
1204,hockey,44.44,15.03,12.42,8.5,9.8,9.8
1205,hockey,59.74,7.79,9.09,7.14,8.44,7.79
1206,hockey,29.27,11.38,27.64,8.13,14.63,8.94
1207,hockey,31.5,14.17,25.98,8.66,11.02,8.66
1208,hockey,47.54,9.02,12.3,11.48,9.02,10.66
1209,hockey,38.93,12.08,16.11,9.4,13.42,10.07
1210,hockey,39.84,16.41,13.28,8.59,11.72,10.16
1211,hockey,38.3,9.22,17.02,11.35,8.51,15.6
1212,hockey,36.65,23.08,9.5,6.33,13.12,11.31
1213,hockey,34.69,21.77,15.65,8.16,10.2,9.52
1214,hockey,48.96,22.92,12.24,3.12,5.99,6.77
1215,hockey,66.12,5.46,10.38,6.56,6.01,5.46
1216,hockey,45.74,21.9,6.33,7.54,8.03,10.46
1217,hockey,54.31,7.76,14.22,5.6,9.48,8.62
1218,hockey,43.43,12.0,21.71,6.86,6.86,9.14
1219,hockey,63.76,9.81,9.26,4.09,6.54,6.54
1220,hockey,53.73,19.4,9.85,4.48,5.37,7.16
1221,hockey,53.16,14.21,11.58,6.84,6.84,7.37
1222,hockey,45.69,11.99,11.24,6.74,17.6,6.74
1223,hockey,52.38,8.47,11.11,7.41,10.58,10.05
1224,hockey,47.21,14.21,9.14,6.09,9.14,14.21
1225,hockey,54.76,8.93,9.52,9.52,7.74,9.52
1226,hockey,27.69,13.08,23.85,11.54,11.54,12.31
1227,hockey,63.61,10.36,7.4,4.44,4.44,9.76
1228,hockey,56.34,9.86,11.74,6.1,8.45,7.51
1229,hockey,29.45,13.01,19.18,10.27,13.7,14.38
1230,hockey,73.95,4.98,7.66,4.6,4.21,4.6
1231,hockey,34.52,18.25,14.29,6.75,12.3,13.89
1232,hockey,35.14,12.84,15.54,10.81,17.57,8.11
1233,hockey,33.68,19.47,11.05,7.89,15.26,12.63
1234,hockey,40.62,12.5,17.97,8.59,9.38,10.94
1235,hockey,36.99,22.54,15.61,6.94,9.83,8.09
1236,hockey,60.35,11.23,10.53,4.91,7.02,5.96
1237,hockey,36.61,11.48,18.03,8.2,13.66,12.02
1238,hockey,32.14,11.61,13.39,13.39,17.86,11.61
1239,hockey,49.21,9.42,14.66,8.38,6.81,11.52
1240,hockey,42.74,11.62,19.5,7.05,12.03,7.05
1241,hockey,38.14,10.17,22.88,8.47,10.17,10.17
1242,hockey,30.91,12.73,20.0,11.82,14.55,10.0
1243,hockey,36.08,12.37,19.59,10.31,10.31,11.34
1244,hockey,36.43,11.63,20.93,11.63,9.3,10.08
1245,hockey,31.75,16.67,15.87,10.32,11.11,14.29
1246,hockey,42.94,21.47,9.6,7.34,10.17,8.47
1247,hockey,48.66,5.88,18.72,9.09,7.49,10.16
1248,hockey,74.82,8.95,2.63,2.98,4.53,6.09
1249,hockey,71.3,6.65,5.14,5.44,4.83,6.65
1250,hockey,82.22,2.58,3.61,4.12,3.87,3.61
1251,hockey,58.72,7.56,13.37,6.98,6.98,6.4
1252,hockey,68.09,8.51,7.71,5.32,4.52,5.85
1253,hockey,39.81,10.19,15.74,12.04,10.19,12.04
1254,hockey,38.31,8.87,19.76,9.27,8.47,15.32
1255,hockey,55.79,12.11,10.0,6.32,7.89,7.89
1256,hockey,52.25,10.11,11.8,7.87,10.67,7.3
1257,hockey,33.54,13.29,20.89,11.39,8.23,12.66
1258,hockey,51.38,15.47,12.15,7.18,5.52,8.29
1259,hockey,32.43,10.81,12.61,18.02,13.51,12.61
1260,hockey,23.28,16.38,18.1,14.66,14.66,12.93
1261,hockey,38.27,11.73,19.75,9.26,9.26,11.73
1262,hockey,33.16,17.37,23.16,8.95,10.53,6.84
1263,hockey,28.78,17.99,17.27,13.67,12.95,9.35
1264,hockey,44.24,16.36,12.73,7.27,12.73,6.67
1265,guns,18.23,15.19,9.39,8.01,4.7,44.48
1266,hockey,50.0,17.92,9.58,6.25,10.83,5.42
1267,hockey,94.4,0.9,1.45,1.04,1.04,1.17
1268,hockey,49.64,10.07,8.63,12.23,9.35,10.07
1269,hockey,48.8,15.06,10.24,6.63,7.23,12.05
1270,hockey,35.43,32.61,10.0,3.91,5.65,12.39
1271,hockey,53.97,7.41,9.52,7.94,8.47,12.7
1272,hockey,27.08,13.54,19.79,10.42,16.67,12.5
1273,hockey,45.57,9.49,13.92,8.23,10.76,12.03
1274,hockey,39.88,8.93,19.64,8.93,10.12,12.5
1275,hockey,45.83,11.11,13.89,9.03,9.03,11.11
1276,apple hardware,19.27,11.93,18.35,24.77,11.01,14.68
1277,hockey,74.89,5.48,4.26,5.48,3.65,6.24
1278,hockey,91.81,1.27,2.42,1.61,1.38,1.5
1279,hockey,42.75,7.97,17.39,9.42,13.77,8.7
1280,hockey,81.21,3.18,4.46,3.82,3.82,3.5
1281,hockey,29.57,13.44,18.28,13.44,14.52,10.75
1282,hockey,28.81,18.64,22.03,10.17,9.32,11.02
1283,hockey,55.03,10.58,13.23,7.41,7.41,6.35
1284,hockey,29.23,11.54,15.38,10.77,20.77,12.31
1285,hockey,39.05,9.47,16.57,6.51,16.57,11.83
1286,hockey,34.59,18.8,16.54,9.77,11.28,9.02
1287,hockey,83.36,2.35,2.98,2.35,2.67,6.28
1288,hockey,36.03,15.44,15.44,11.03,11.76,10.29
1289,hockey,46.7,14.1,15.86,6.17,8.37,8.81
1290,hockey,46.64,11.41,14.43,5.37,7.72,14.43
1291,hockey,21.88,11.46,21.88,16.67,14.58,13.54
1292,hockey,45.69,9.74,9.74,11.24,13.11,10.49
1293,hockey,27.52,10.74,16.11,12.75,13.42,19.46
1294,hockey,41.46,15.24,14.63,9.15,9.76,9.76
1295,hockey,40.24,11.83,13.02,7.1,14.79,13.02
1296,hockey,48.45,12.89,12.37,8.76,6.7,10.82
1297,hockey,45.85,29.23,6.59,4.01,7.74,6.59
1298,hockey,43.51,11.04,19.48,7.79,9.74,8.44
1299,hockey,44.71,30.21,8.76,3.63,6.04,6.65
1300,hockey,38.21,24.06,11.79,7.08,8.02,10.85
1301,hockey,55.0,7.5,13.75,6.88,7.5,9.38
1302,hockey,31.4,12.79,15.12,13.95,13.95,12.79
1303,hockey,54.34,14.54,12.24,5.61,5.61,7.65
1304,hockey,41.13,15.32,12.1,9.68,10.48,11.29
1305,hockey,28.57,12.09,21.98,14.29,12.09,10.99
1306,hockey,48.41,10.32,11.9,8.73,9.52,11.11
1307,hockey,63.81,13.02,6.98,5.08,3.49,7.62
1308,hockey,41.79,8.21,10.45,12.69,14.93,11.94
1309,hockey,52.12,11.44,11.44,10.17,5.93,8.9
1310,hockey,50.76,18.18,10.23,4.92,9.47,6.44
1311,hockey,28.71,17.82,20.79,8.91,11.39,12.38
1312,hockey,39.29,10.71,21.43,8.57,10.71,9.29
1313,hockey,44.12,10.5,17.65,8.4,10.5,8.82
1314,hockey,39.78,8.29,11.6,14.36,7.73,18.23
1315,hockey,43.81,12.89,16.49,6.7,10.82,9.28
1316,hockey,52.88,16.35,10.1,6.25,5.77,8.65
1317,hockey,51.32,10.05,15.87,6.88,7.41,8.47
1318,hockey,41.35,9.77,16.54,11.28,11.28,9.77
1319,hockey,48.19,12.05,12.05,7.83,6.63,13.25
1320,hockey,38.0,12.67,16.0,11.33,6.67,15.33
1321,hockey,43.18,9.85,13.64,10.61,9.85,12.88
1322,hockey,49.52,11.25,13.5,5.47,9.97,10.29
1323,hockey,48.87,10.53,13.53,7.52,9.02,10.53
1324,for sale,26.92,10.26,29.49,8.33,10.9,14.1
1325,for sale,20.22,13.48,26.97,15.73,12.36,11.24
1326,hockey,37.89,13.16,11.58,8.95,14.74,13.68
1327,hockey,41.14,13.29,18.99,6.96,10.13,9.49
1328,hockey,52.38,15.24,10.95,6.19,8.57,6.67
1329,hockey,39.71,10.29,13.24,9.56,18.38,8.82
1330,hockey,51.06,12.77,9.31,5.05,9.84,11.97
1331,hockey,60.52,11.33,9.39,4.85,7.12,6.8
1332,hockey,37.38,14.02,12.15,12.15,9.35,14.95
1333,hockey,45.38,13.85,8.46,9.23,9.23,13.85
1334,hockey,61.98,9.89,7.98,6.84,7.22,6.08
1335,hockey,47.01,16.33,12.35,5.58,10.76,7.97
1336,hockey,27.27,11.36,21.59,14.77,12.5,12.5
1337,hockey,33.64,12.73,23.64,9.09,10.91,10.0
1338,hockey,46.1,11.04,15.58,7.14,9.09,11.04
1339,hockey,57.14,21.57,7.87,4.37,4.66,4.37
1340,hockey,40.62,20.09,11.61,6.7,12.05,8.93
1341,hockey,34.18,14.56,12.66,12.03,13.92,12.66
1342,hockey,25.24,13.59,19.42,13.59,13.59,14.56
1343,hockey,49.9,24.45,5.57,3.58,6.76,9.74
1344,hockey,38.55,13.25,21.08,7.83,10.84,8.43
1345,hockey,53.71,14.85,9.61,6.11,7.42,8.3
1346,hockey,38.1,10.48,16.19,10.48,13.33,11.43
1347,hockey,51.53,11.53,12.88,5.08,9.83,9.15
1348,hockey,40.87,8.65,17.79,8.65,12.5,11.54
1349,hockey,46.07,12.36,14.61,7.3,6.74,12.92
1350,hockey,49.75,13.3,10.84,6.4,11.82,7.88
1351,hockey,61.73,13.0,6.5,4.69,6.5,7.58
1352,hockey,52.9,7.1,14.19,11.61,6.45,7.74
1353,hockey,23.33,11.11,15.56,20.0,17.78,12.22
1354,hockey,37.77,14.89,12.23,10.64,11.7,12.77
1355,hockey,67.29,7.33,4.09,5.28,6.64,9.37
