document,actual,guns,for sale,hockey,politics misc,apple hardware,atheism
927,for sale,5.85,32.2,7.32,16.1,21.95,16.59
928,for sale,18.52,29.63,9.63,11.11,17.04,14.07
929,apple hardware,10.99,15.71,9.95,12.57,43.98,6.81
930,politics misc,10.34,13.79,13.1,36.55,17.24,8.97
931,for sale,11.96,32.61,14.13,14.13,14.13,13.04
932,apple hardware,8.06,14.52,8.6,18.28,38.71,11.83
933,for sale,9.26,34.57,8.64,18.52,18.52,10.49
934,for sale,10.81,27.93,12.61,18.92,19.82,9.91
935,apple hardware,11.11,16.67,18.52,10.19,32.41,11.11
936,apple hardware,10.81,17.57,8.11,21.62,29.05,12.84
937,for sale,12.15,23.36,16.82,14.95,18.69,14.02
938,apple hardware,9.25,16.18,7.51,14.45,39.31,13.29
939,for sale,9.8,32.35,11.76,13.73,16.67,15.69
940,for sale,9.52,26.67,16.19,16.19,21.9,9.52
941,apple hardware,10.84,13.86,7.23,13.25,45.78,9.04
942,apple hardware,13.25,15.66,14.46,13.25,31.33,12.05
943,for sale,11.11,30.56,10.19,12.96,24.07,11.11
944,apple hardware,10.06,11.32,7.55,11.95,49.69,9.43
945,apple hardware,10.45,22.89,6.97,14.93,33.83,10.95
946,apple hardware,9.77,10.34,10.34,10.34,49.43,9.77
947,apple hardware,10.33,19.57,10.87,11.96,37.5,9.78
948,apple hardware,11.68,10.75,9.35,14.95,43.93,9.35
949,for sale,10.53,33.16,8.95,12.63,26.84,7.89
950,for sale,13.04,29.57,15.65,11.3,19.13,11.3
951,apple hardware,12.29,13.97,6.7,13.41,43.02,10.61
952,apple hardware,9.22,17.73,11.35,14.89,31.91,14.89
953,apple hardware,13.72,10.62,6.64,13.27,44.25,11.5
954,apple hardware,16.36,18.18,6.67,21.21,28.48,9.09
955,apple hardware,14.52,15.32,10.48,20.16,25.0,14.52
956,apple hardware,17.39,23.19,9.42,11.59,28.26,10.14
957,for sale,15.07,21.92,16.44,13.7,15.07,17.81
958,for sale,8.62,37.07,9.05,18.1,16.81,10.34
959,apple hardware,11.97,22.22,16.24,11.11,25.64,12.82
960,for sale,14.14,35.35,13.13,14.14,13.13,10.1
961,apple hardware,11.19,14.18,12.69,18.66,35.07,8.21
962,apple hardware,7.0,10.0,8.5,11.5,52.5,10.5
963,apple hardware,7.94,25.4,7.94,12.7,35.71,10.32
964,apple hardware,14.29,20.54,15.18,11.61,25.0,13.39
965,for sale,15.52,23.28,12.93,16.38,16.38,15.52
966,for sale,14.58,22.92,13.54,18.75,18.75,11.46
967,apple hardware,12.99,20.13,12.99,14.94,25.32,13.64
968,apple hardware,12.98,19.08,7.63,13.74,32.82,13.74
969,for sale,15.75,31.51,10.27,13.01,13.7,15.75
970,apple hardware,17.68,14.02,7.93,15.85,36.59,7.93
971,apple hardware,8.74,16.39,7.65,15.85,43.17,8.2
972,apple hardware,16.07,20.54,18.75,10.71,24.11,9.82
973,apple hardware,9.71,18.45,14.56,13.59,31.07,12.62
974,for sale,13.24,28.68,10.29,16.91,19.85,11.03
975,apple hardware,13.0,18.0,14.0,19.0,25.0,11.0
976,apple hardware,16.22,18.92,17.57,13.51,20.27,13.51
977,for sale,12.12,29.29,15.15,13.13,20.2,10.1
978,for sale,12.18,28.85,8.33,11.54,21.15,17.95
979,for sale,9.29,35.0,8.57,11.43,27.14,8.57
980,apple hardware,8.55,23.68,8.55,17.76,31.58,9.87
981,for sale,12.12,28.28,15.15,16.16,15.15,13.13
982,apple hardware,8.47,21.37,10.48,22.58,28.63,8.47
983,for sale,10.9,32.69,13.46,12.18,23.72,7.05
984,for sale,13.07,38.56,8.5,11.76,19.61,8.5
985,apple hardware,7.24,14.48,6.33,19.46,44.8,7.69
986,apple hardware,6.61,14.54,9.69,18.94,41.41,8.81
987,for sale,12.78,39.85,6.02,15.41,19.17,6.77
988,for sale,12.5,26.92,16.35,13.46,20.19,10.58
989,for sale,11.11,36.36,13.13,14.14,14.14,11.11
990,for sale,9.26,26.85,14.81,19.44,16.67,12.96
991,apple hardware,10.38,25.47,11.32,14.15,26.42,12.26
992,for sale,12.56,28.84,7.44,16.74,26.05,8.37
993,apple hardware,10.95,22.89,5.97,13.43,39.3,7.46
994,for sale,14.4,28.8,13.6,15.2,14.4,13.6
995,apple hardware,13.82,20.39,9.87,19.74,27.63,8.55
996,apple hardware,15.09,8.49,7.55,19.81,33.49,15.57
997,for sale,10.74,42.98,10.74,12.4,12.4,10.74
998,apple hardware,7.79,6.54,11.53,23.68,42.37,8.1
999,apple hardware,7.63,18.07,6.02,14.86,42.17,11.24
1000,apple hardware,12.82,12.82,8.97,10.68,44.44,10.26
1001,for sale,6.14,63.72,11.13,5.95,8.64,4.41
1002,apple hardware,7.95,11.93,4.59,17.74,44.65,13.15
1003,for sale,20.0,24.55,15.45,17.27,11.82,10.91
1004,for sale,10.71,32.14,16.96,15.18,12.5,12.5
1005,apple hardware,8.43,12.36,8.43,7.87,47.75,15.17
1006,for sale,12.38,29.52,20.0,13.33,14.29,10.48
1007,for sale,7.06,54.12,9.41,10.2,13.33,5.88
1008,apple hardware,8.02,19.75,13.58,11.73,36.42,10.49
1009,apple hardware,6.67,17.14,7.62,7.14,55.24,6.19
1010,apple hardware,14.39,17.27,14.39,13.67,23.02,17.27
1011,for sale,9.01,30.63,9.01,12.61,21.62,17.12
1012,for sale,10.71,25.0,7.74,23.81,25.0,7.74
1013,for sale,13.22,28.1,8.26,12.4,21.49,16.53
1014,for sale,6.8,44.4,6.0,6.8,26.4,9.6
1015,for sale,7.49,47.59,8.02,10.7,18.72,7.49
1016,apple hardware,10.68,18.45,10.68,15.53,32.04,12.62
1017,apple hardware,9.59,13.01,13.7,17.81,32.88,13.01
1018,apple hardware,9.09,15.91,8.52,13.07,46.59,6.82
1019,politics misc,12.0,11.56,11.56,41.78,13.78,9.33
1020,apple hardware,7.78,8.17,6.61,26.85,45.14,5.45
1021,for sale,14.92,30.39,10.5,14.36,20.44,9.39
1022,for sale,13.48,29.21,13.48,16.85,13.48,13.48
1023,guns,22.32,15.18,16.96,14.29,19.64,11.61
1024,apple hardware,7.82,9.95,4.03,24.64,45.02,8.53
1025,for sale,10.48,22.58,10.48,21.77,20.16,14.52
1026,apple hardware,15.32,17.12,12.61,14.41,29.73,10.81
1027,apple hardware,3.75,7.49,6.05,16.71,59.65,6.34
1028,apple hardware,10.04,13.54,6.55,23.58,36.24,10.04
1029,apple hardware,9.29,20.71,10.0,15.0,31.43,13.57
1030,apple hardware,14.22,17.65,9.31,12.25,33.82,12.75
1031,apple hardware,8.67,16.84,6.63,11.73,50.51,5.61
1032,apple hardware,7.77,15.53,10.19,15.05,43.69,7.77
1033,for sale,13.89,21.3,18.52,12.96,21.3,12.04
1034,for sale,9.92,28.1,12.4,18.18,21.49,9.92
1035,for sale,8.41,40.27,13.27,9.73,18.58,9.73
1036,apple hardware,9.77,8.98,8.98,22.66,42.19,7.42
1037,apple hardware,11.7,22.81,11.11,9.94,35.09,9.36
1038,apple hardware,11.28,11.28,6.67,12.82,49.23,8.72
1039,apple hardware,7.08,10.0,6.25,14.17,53.33,9.17
1040,for sale,10.38,30.19,23.58,12.26,13.21,10.38
1041,apple hardware,8.33,22.73,11.36,14.39,34.09,9.09
1042,apple hardware,5.42,5.15,3.79,24.12,49.32,12.2
1043,politics misc,6.9,9.91,4.31,40.09,30.6,8.19
1044,for sale,8.67,30.64,9.83,20.81,20.23,9.83
1045,apple hardware,10.47,21.51,7.56,21.51,26.74,12.21
1046,apple hardware,7.78,20.36,8.38,10.18,40.12,13.17
1047,politics misc,9.52,7.36,7.36,35.06,31.17,9.52
1048,apple hardware,15.17,15.86,8.97,17.24,30.34,12.41
1049,for sale,15.62,31.25,13.54,13.54,12.5,13.54
1050,apple hardware,7.42,6.71,7.42,25.8,44.17,8.48
1051,for sale,10.48,27.62,9.52,13.33,27.62,11.43
1052,for sale,15.53,23.3,10.68,16.5,13.59,20.39
1053,apple hardware,10.76,20.89,8.86,13.29,34.81,11.39
1054,for sale,16.0,33.0,12.0,14.0,14.0,11.0
1055,apple hardware,17.51,15.25,9.6,17.51,25.99,14.12
1056,apple hardware,15.74,19.44,12.04,14.81,24.07,13.89
1057,apple hardware,9.68,15.48,12.26,18.06,38.06,6.45
1058,apple hardware,10.98,8.54,8.54,21.95,40.24,9.76
1059,apple hardware,11.54,7.69,8.55,10.26,47.86,14.1
1060,politics misc,14.42,8.65,7.69,46.63,12.98,9.62
1061,apple hardware,8.47,20.9,7.34,10.17,41.81,11.3
1062,for sale,11.26,29.14,11.92,7.95,27.81,11.92
1063,politics misc,9.09,11.52,7.88,50.91,13.33,7.27
1064,politics misc,8.44,10.39,8.44,42.21,20.78,9.74
1065,apple hardware,13.25,16.56,11.26,15.89,29.8,13.25
1066,politics misc,16.71,15.6,7.52,32.59,16.71,10.86
1067,apple hardware,11.58,17.89,15.79,13.68,25.26,15.79
1068,apple hardware,6.44,11.04,4.91,16.56,55.83,5.21
1069,apple hardware,14.63,18.29,13.41,17.07,24.39,12.2
1070,apple hardware,7.77,12.01,5.65,13.07,53.36,8.13
1071,for sale,10.14,31.16,14.49,13.04,13.77,17.39
1072,apple hardware,15.96,14.89,14.89,17.02,24.47,12.77
1073,apple hardware,9.22,15.53,6.8,11.17,50.97,6.31
1074,apple hardware,6.99,6.08,4.56,35.26,36.17,10.94
1075,apple hardware,10.17,24.29,9.04,11.86,35.03,9.6
1076,apple hardware,9.69,9.3,9.3,8.91,47.67,15.12
1077,politics misc,15.45,11.82,10.0,24.55,20.0,18.18
1078,apple hardware,14.78,6.53,8.25,15.46,41.24,13.75
1079,apple hardware,14.98,12.55,6.07,12.96,44.13,9.31
1080,apple hardware,12.64,17.24,13.79,14.94,26.44,14.94
1081,apple hardware,9.69,23.98,7.65,14.8,35.71,8.16
1082,apple hardware,14.62,18.71,6.43,16.37,29.82,14.04
1083,politics misc,9.41,12.94,7.65,37.06,21.18,11.76
1084,apple hardware,13.44,9.68,10.22,14.52,40.86,11.29
1085,politics misc,8.95,12.84,8.17,36.96,25.29,7.78
1086,for sale,8.73,38.89,11.11,9.52,18.25,13.49
1087,apple hardware,12.12,19.19,11.11,19.19,26.26,12.12
1088,for sale,8.11,31.08,5.86,18.92,22.97,13.06
1089,apple hardware,5.98,5.98,7.57,19.52,52.19,8.76
1090,apple hardware,10.34,25.29,6.9,14.37,35.06,8.05
1091,apple hardware,6.14,7.02,6.73,17.84,57.02,5.26
1092,for sale,8.96,31.34,10.45,17.91,15.67,15.67
1093,apple hardware,11.92,17.22,7.28,12.58,42.38,8.61
1094,for sale,9.52,23.81,15.87,16.67,23.02,11.11
1095,apple hardware,18.18,10.91,7.27,10.3,44.85,8.48
1096,apple hardware,6.44,7.56,6.44,19.33,54.34,5.88
1097,apple hardware,12.88,16.56,11.04,9.82,39.26,10.43
1098,for sale,14.29,38.39,8.93,10.71,16.07,11.61
1099,apple hardware,12.5,14.06,10.16,18.75,28.12,16.41
1100,for sale,10.15,41.62,7.61,16.75,16.75,7.11
1101,apple hardware,10.87,13.04,11.59,13.04,36.96,14.49
1102,politics misc,20.65,17.42,8.39,26.45,16.13,10.97
1103,apple hardware,14.67,18.0,9.33,11.33,36.0,10.67
1104,apple hardware,13.85,23.08,13.08,16.15,26.15,7.69
1105,apple hardware,13.45,20.17,11.76,20.17,24.37,10.08
1106,apple hardware,8.56,11.26,6.31,16.67,37.39,19.82
1107,for sale,10.81,35.14,13.51,12.61,18.92,9.01
1108,apple hardware,8.72,17.45,8.05,10.74,46.31,8.72
1109,apple hardware,15.38,15.38,15.38,19.23,22.12,12.5
1110,for sale,16.1,27.97,11.02,17.8,16.95,10.17
1111,apple hardware,9.48,10.43,9.0,14.22,45.97,10.9
1112,politics misc,14.69,21.68,15.38,23.78,13.29,11.19
1113,for sale,12.26,30.19,12.26,11.32,23.58,10.38
1114,apple hardware,9.03,22.92,13.19,9.72,36.11,9.03
1115,apple hardware,9.09,11.64,5.82,13.09,38.18,22.18
1116,apple hardware,9.03,17.36,11.81,12.5,38.19,11.11
1117,apple hardware,11.0,22.0,17.0,12.0,27.0,11.0
1118,guns,21.35,14.61,13.48,14.61,21.35,14.61
1119,for sale,11.88,28.71,10.89,13.86,21.78,12.87
1120,apple hardware,10.73,8.78,8.78,12.2,50.73,8.78
1121,apple hardware,7.14,10.92,7.98,18.07,45.8,10.08
1122,apple hardware,8.26,5.65,6.96,23.91,47.83,7.39
1123,for sale,9.26,25.93,9.26,21.3,23.15,11.11
1124,apple hardware,18.6,10.47,7.56,23.84,31.4,8.14
1125,for sale,8.38,28.8,10.99,16.23,23.04,12.57
1126,apple hardware,10.22,13.87,11.68,23.36,29.93,10.95
1127,politics misc,9.93,18.54,9.93,25.83,23.84,11.92
1128,apple hardware,9.74,11.69,7.79,25.32,35.06,10.39
1129,politics misc,14.29,20.33,10.44,28.57,17.03,9.34
1130,apple hardware,13.4,16.75,8.61,21.05,27.27,12.92
1131,apple hardware,8.89,20.0,9.63,20.74,30.37,10.37
1132,apple hardware,7.96,7.96,7.52,20.35,46.46,9.73
1133,apple hardware,15.32,18.92,15.32,9.91,27.03,13.51
1134,apple hardware,17.71,16.67,13.54,13.54,26.04,12.5
1135,apple hardware,9.46,15.54,10.14,16.22,40.54,8.11
1136,apple hardware,10.08,16.81,12.61,15.13,29.41,15.97
1137,apple hardware,9.17,10.92,6.11,7.42,59.83,6.55
1138,apple hardware,24.24,12.12,10.3,13.94,29.09,10.3
1139,apple hardware,13.97,22.79,7.35,15.44,27.94,12.5
1140,for sale,12.2,26.83,10.57,18.7,21.95,9.76
1141,apple hardware,5.98,14.96,7.69,16.67,46.58,8.12
1142,apple hardware,8.51,13.48,10.64,10.64,47.52,9.22
1143,apple hardware,11.18,18.42,12.5,19.08,28.29,10.53
1144,apple hardware,8.51,14.89,8.51,10.64,46.1,11.35
1145,apple hardware,11.4,9.84,7.25,22.8,40.41,8.29
1146,politics misc,7.95,15.48,9.21,28.45,27.62,11.3
1147,apple hardware,20.74,17.04,7.41,14.07,25.93,14.81
1148,for sale,12.86,37.86,7.86,15.0,14.29,12.14
1149,for sale,12.04,25.93,14.81,12.04,16.67,18.52
1150,for sale,11.56,29.25,13.61,13.61,23.81,8.16
1151,for sale,12.92,29.21,8.43,13.48,26.97,8.99
1152,apple hardware,9.6,17.6,15.2,11.2,36.8,9.6
1153,apple hardware,11.89,7.57,7.57,15.14,49.73,8.11
1154,apple hardware,11.76,15.44,11.03,11.76,37.5,12.5
1155,apple hardware,7.73,13.81,10.5,11.05,49.17,7.73
1156,apple hardware,14.63,18.7,13.01,17.89,24.39,11.38
1157,apple hardware,11.88,12.87,6.44,20.3,41.58,6.93
1158,apple hardware,8.88,18.34,11.83,8.88,44.38,7.69
1159,apple hardware,7.65,13.66,6.56,9.29,49.73,13.11
1160,guns,23.39,23.39,13.71,13.71,10.48,15.32
1161,apple hardware,8.42,14.74,8.42,11.05,49.47,7.89
1162,politics misc,13.24,17.65,19.12,24.26,16.18,9.56
1163,for sale,11.85,25.59,5.69,20.85,20.85,15.17
1164,apple hardware,9.92,20.66,10.74,13.22,25.62,19.83
1165,guns,21.1,18.35,12.84,20.18,15.6,11.93
1166,politics misc,8.04,19.64,8.48,27.23,22.32,14.29
1167,apple hardware,10.49,12.96,19.14,17.28,28.4,11.73
1168,apple hardware,13.4,13.4,13.92,19.59,29.9,9.79
1169,apple hardware,5.4,6.12,4.68,26.26,51.08,6.47
1170,apple hardware,8.2,5.08,4.3,31.25,42.58,8.59
1171,politics misc,14.34,10.14,5.94,43.01,18.88,7.69
1172,apple hardware,7.54,15.74,4.26,12.79,50.16,9.51
1173,apple hardware,9.09,17.36,14.05,11.57,37.19,10.74
1174,apple hardware,14.49,23.91,10.14,13.04,29.71,8.7
1175,apple hardware,11.72,20.69,10.34,13.1,28.28,15.86
1176,apple hardware,9.09,9.96,5.63,15.58,45.89,13.85
1177,apple hardware,12.8,16.0,9.2,11.2,39.6,11.2
1178,apple hardware,13.74,12.21,24.43,12.98,25.95,10.69
1179,apple hardware,18.18,13.64,15.34,17.05,28.98,6.82
1180,apple hardware,6.0,13.0,9.5,8.0,55.0,8.5
1181,apple hardware,13.53,21.8,9.77,20.3,24.81,9.77
1182,apple hardware,7.64,7.64,5.45,13.09,57.09,9.09
1183,apple hardware,4.94,0.73,0.81,12.78,75.82,4.92
1184,apple hardware,14.61,17.42,12.92,17.42,29.21,8.43
1185,apple hardware,13.18,23.26,10.85,13.95,27.13,11.63
1186,for sale,17.57,37.84,8.11,11.49,12.84,12.16
1187,apple hardware,6.3,17.23,7.14,14.29,41.6,13.45
1188,apple hardware,10.71,9.69,6.63,13.27,50.51,9.18
1189,apple hardware,9.0,9.0,7.0,10.0,58.5,6.5
1190,apple hardware,14.29,23.31,10.53,11.28,30.08,10.53
1191,apple hardware,19.61,7.84,7.52,23.2,31.7,10.13
1192,apple hardware,12.41,23.45,8.97,15.86,31.03,8.28
1193,apple hardware,14.97,16.17,9.58,14.97,35.93,8.38
1194,apple hardware,9.38,10.62,8.75,16.88,33.75,20.62
1195,apple hardware,7.83,15.06,14.46,10.84,40.36,11.45
1196,apple hardware,7.81,13.01,10.04,20.82,39.03,9.29
1197,atheism,10.45,18.66,13.43,18.66,15.67,23.13
1198,for sale,14.36,23.27,8.42,21.29,20.3,12.38
1199,apple hardware,11.49,19.54,10.34,18.97,27.59,12.07
