document,actual,atheism,hockey,apple hardware,for sale,guns,electronics
908,apple hardware,7.22,6.19,56.19,8.25,9.28,12.89
909,apple hardware,10.1,15.15,25.25,15.15,12.12,22.22
910,electronics,11.71,12.16,17.57,18.02,13.51,27.03
911,apple hardware,8.63,11.51,46.76,8.63,10.07,14.39
912,apple hardware,10.56,7.45,40.99,12.42,10.56,18.01
913,apple hardware,9.02,10.66,28.69,12.3,15.57,23.77
914,apple hardware,9.76,14.63,30.08,12.2,20.33,13.01
915,apple hardware,12.5,11.46,34.38,18.75,10.42,12.5
916,apple hardware,10.66,9.84,41.8,13.93,10.66,13.11
917,hockey,4.15,57.05,11.2,9.96,11.41,6.22
918,apple hardware,10.2,12.24,30.61,20.41,15.31,11.22
919,hockey,11.64,26.03,13.7,13.7,17.12,17.81
920,apple hardware,17.62,8.37,21.59,19.38,19.38,13.66
921,hockey,3.21,51.7,17.64,9.62,10.22,7.62
922,apple hardware,12.93,10.34,24.14,18.1,12.07,22.41
923,apple hardware,11.58,11.58,23.16,23.16,13.68,16.84
924,apple hardware,10.53,10.53,42.98,13.16,10.53,12.28
925,apple hardware,9.92,21.49,23.97,19.01,10.74,14.88
926,apple hardware,8.98,8.98,34.29,15.1,17.14,15.51
927,guns,13.66,9.25,21.15,14.54,22.91,18.5
928,apple hardware,11.32,11.32,36.79,11.32,10.38,18.87
929,apple hardware,12.35,8.02,43.83,12.96,9.88,12.96
930,for sale,10.14,16.22,14.86,30.41,11.49,16.89
931,apple hardware,13.33,11.11,23.33,21.11,14.44,16.67
932,electronics,12.67,17.65,19.46,9.05,16.74,24.43
933,apple hardware,15.22,11.59,34.78,13.04,13.77,11.59
934,apple hardware,11.93,16.51,27.52,20.18,11.93,11.93
935,for sale,12.24,12.24,19.39,33.67,10.2,12.24
936,apple hardware,8.43,6.74,37.08,13.48,11.8,22.47
937,apple hardware,8.86,14.56,34.81,17.09,12.03,12.66
938,apple hardware,12.5,10.58,35.58,13.46,13.46,14.42
939,apple hardware,15.0,16.0,23.0,15.0,14.0,17.0
940,apple hardware,19.88,19.88,23.98,12.28,12.28,11.7
941,apple hardware,7.19,20.86,37.41,17.27,7.91,9.35
942,apple hardware,9.02,26.32,27.07,12.78,13.53,11.28
943,apple hardware,9.23,7.74,44.05,8.93,11.61,18.45
944,for sale,10.45,14.93,16.42,32.84,11.94,13.43
945,for sale,7.3,13.87,15.33,40.88,11.68,10.95
946,guns,10.09,17.43,17.43,16.51,20.18,18.35
947,apple hardware,10.34,12.07,34.48,17.24,12.07,13.79
948,for sale,5.54,11.08,9.33,62.68,5.54,5.83
949,apple hardware,11.58,14.74,35.79,10.53,15.79,11.58
950,hockey,10.56,22.54,21.83,14.79,12.68,17.61
951,apple hardware,10.57,9.76,34.15,12.2,12.2,21.14
952,apple hardware,11.56,10.4,34.68,10.98,10.98,21.39
953,apple hardware,10.17,11.02,23.73,20.34,22.88,11.86
954,apple hardware,12.5,11.36,29.55,22.73,11.36,12.5
955,apple hardware,9.49,19.23,42.56,6.67,4.36,17.69
956,electronics,7.19,8.98,25.75,10.78,13.77,33.53
957,apple hardware,11.01,16.51,27.52,11.01,19.27,14.68
958,apple hardware,10.75,16.13,29.03,15.05,12.9,16.13
959,for sale,9.24,15.97,23.53,25.21,13.45,12.61
960,apple hardware,10.08,8.53,48.84,8.53,8.53,15.5
961,electronics,12.75,11.76,24.51,11.76,12.75,26.47
962,apple hardware,9.91,16.22,34.23,12.61,11.71,15.32
963,apple hardware,11.61,14.29,33.04,11.61,18.75,10.71
964,apple hardware,10.58,14.42,31.73,12.5,17.31,13.46
965,for sale,11.58,13.68,20.0,22.11,13.68,18.95
966,apple hardware,7.45,13.66,36.02,11.8,10.56,20.5
967,apple hardware,11.88,11.88,37.62,9.9,13.86,14.85
968,electronics,11.88,11.88,21.78,12.87,17.82,23.76
969,apple hardware,12.5,11.25,30.63,11.25,17.5,16.88
970,apple hardware,18.64,10.17,31.64,14.12,10.17,15.25
971,electronics,10.08,8.53,12.4,12.4,10.08,46.51
972,electronics,9.84,6.74,12.44,24.87,17.62,28.5
973,apple hardware,12.75,16.67,41.5,3.92,12.09,13.07
974,apple hardware,12.77,15.96,21.28,18.09,10.64,21.28
975,apple hardware,7.75,14.08,33.1,11.27,8.45,25.35
976,apple hardware,8.7,13.91,29.57,12.17,15.65,20.0
977,apple hardware,7.58,12.12,41.67,14.39,12.12,12.12
978,electronics,10.19,10.19,20.37,19.44,12.04,27.78
979,apple hardware,10.38,14.15,37.74,16.98,9.43,11.32
980,apple hardware,14.88,14.05,23.14,21.49,9.92,16.53
981,apple hardware,6.64,8.3,50.62,4.98,10.37,19.09
982,apple hardware,10.68,16.5,23.3,16.5,17.48,15.53
983,apple hardware,9.63,8.15,40.74,11.11,12.59,17.78
984,electronics,4.72,6.01,35.62,6.44,8.15,39.06
985,apple hardware,10.87,4.66,57.76,6.52,9.01,11.18
986,apple hardware,9.91,11.71,36.04,12.61,10.81,18.92
987,apple hardware,10.08,11.76,27.73,18.49,11.76,20.17
988,electronics,12.0,16.0,18.0,14.0,14.0,26.0
989,apple hardware,9.09,12.59,34.97,16.08,11.89,15.38
990,apple hardware,7.59,7.59,48.1,13.92,13.92,8.86
991,apple hardware,7.67,6.39,61.98,7.99,7.35,8.63
992,apple hardware,11.01,18.35,33.94,11.93,12.84,11.93
993,apple hardware,11.22,12.24,38.78,15.31,11.22,11.22
994,apple hardware,14.02,14.02,27.1,17.76,14.02,13.08
995,apple hardware,15.46,18.56,27.84,13.4,12.37,12.37
996,apple hardware,8.85,11.5,35.4,13.27,11.5,19.47
997,apple hardware,7.74,10.32,31.61,12.26,13.55,24.52
998,apple hardware,10.28,14.02,35.51,12.15,10.28,17.76
999,apple hardware,11.76,13.24,25.0,19.12,11.76,19.12
1000,apple hardware,5.5,6.42,66.97,6.88,8.72,5.5
1001,apple hardware,12.79,12.79,34.88,12.79,12.79,13.95
1002,apple hardware,12.9,10.75,41.94,10.75,11.83,11.83
1003,apple hardware,6.47,15.83,25.18,13.67,13.67,25.18
1004,apple hardware,14.1,12.82,25.64,19.23,14.1,14.1
1005,apple hardware,15.94,7.17,39.44,11.95,7.97,17.53
1006,apple hardware,10.82,5.63,43.72,10.82,8.66,20.35
1007,apple hardware,9.46,22.97,30.41,9.46,15.54,12.16
1008,electronics,9.45,10.24,21.26,13.39,9.45,36.22
1009,apple hardware,14.42,9.62,35.58,12.5,16.35,11.54
1010,apple hardware,12.87,10.89,27.72,15.84,10.89,21.78
1011,apple hardware,10.68,13.59,38.83,12.62,9.71,14.56
1012,apple hardware,10.43,12.17,43.48,15.65,9.57,8.7
1013,apple hardware,12.36,15.73,23.6,16.85,15.73,15.73
1014,electronics,13.0,12.0,23.0,11.0,14.0,27.0
1015,apple hardware,5.65,9.6,38.98,11.86,13.56,20.34
1016,apple hardware,12.07,8.62,31.03,16.38,18.1,13.79
1017,apple hardware,12.5,10.58,35.58,12.5,17.31,11.54
1018,electronics,12.74,9.55,22.93,13.38,13.38,28.03
1019,apple hardware,11.49,11.49,39.08,13.79,11.49,12.64
1020,apple hardware,11.43,10.48,35.24,12.38,10.48,20.0
1021,electronics,17.8,9.32,22.03,9.32,12.71,28.81
1022,apple hardware,11.5,15.93,30.97,13.27,15.04,13.27
1023,apple hardware,11.96,14.13,28.26,13.04,15.22,17.39
1024,apple hardware,10.87,14.13,33.7,15.22,10.87,15.22
1025,apple hardware,8.87,13.71,43.55,11.29,8.87,13.71
1026,apple hardware,11.81,11.02,30.71,11.02,18.11,17.32
1027,apple hardware,5.63,4.32,59.29,6.0,4.32,20.45
1028,apple hardware,9.57,11.3,43.48,11.3,11.3,13.04
1029,hockey,10.32,26.19,21.43,8.73,19.84,13.49
1030,hockey,13.82,23.68,19.08,14.47,18.42,10.53
1031,apple hardware,11.68,15.33,41.61,9.49,12.41,9.49
1032,apple hardware,12.2,12.2,24.39,17.07,13.41,20.73
1033,apple hardware,11.11,10.49,38.27,13.58,12.35,14.2
1034,hockey,9.35,38.13,17.99,15.11,10.79,8.63
1035,apple hardware,10.87,22.83,30.43,10.87,10.87,14.13
1036,apple hardware,7.75,16.9,25.35,18.31,9.86,21.83
1037,apple hardware,10.47,9.3,45.93,13.37,9.88,11.05
1038,apple hardware,15.09,16.98,32.08,15.09,9.43,11.32
1039,apple hardware,12.38,17.14,32.38,16.19,11.43,10.48
1040,apple hardware,16.3,11.96,30.43,14.13,13.04,14.13
1041,for sale,8.16,8.67,29.59,33.67,9.69,10.2
1042,apple hardware,11.4,10.53,42.11,15.79,10.53,9.65
1043,apple hardware,10.48,17.74,25.81,15.32,16.13,14.52
1044,apple hardware,9.09,9.79,49.65,12.59,7.69,11.19
1045,apple hardware,11.21,12.15,35.51,12.15,13.08,15.89
1046,apple hardware,11.11,13.68,38.46,13.68,12.82,10.26
1047,apple hardware,5.63,9.51,43.31,7.75,12.32,21.48
1048,apple hardware,13.51,10.81,44.14,10.81,9.01,11.71
1049,apple hardware,11.65,12.62,33.98,10.68,10.68,20.39
1050,apple hardware,11.76,12.75,34.31,12.75,12.75,15.69
1051,apple hardware,9.3,13.95,27.91,9.3,13.18,26.36
1052,electronics,10.27,13.7,15.75,15.07,11.64,33.56
1053,for sale,13.58,18.52,17.28,19.75,12.35,18.52
1054,apple hardware,7.08,8.49,49.53,11.79,7.08,16.04
1055,apple hardware,9.8,12.75,39.22,13.73,13.73,10.78
1056,apple hardware,11.76,14.71,32.35,14.71,13.73,12.75
1057,apple hardware,11.34,13.4,23.71,17.53,14.43,19.59
1058,apple hardware,10.48,12.38,33.33,19.05,10.48,14.29
1059,apple hardware,12.5,17.31,28.85,17.31,12.5,11.54
1060,apple hardware,16.84,13.68,21.05,21.05,12.63,14.74
1061,apple hardware,11.9,10.32,30.95,16.67,11.9,18.25
1062,apple hardware,13.27,13.27,28.32,17.7,12.39,15.04
1063,apple hardware,12.9,13.98,31.18,16.13,10.75,15.05
1064,apple hardware,9.03,11.11,49.31,12.5,9.03,9.03
1065,hockey,23.47,45.95,2.81,15.7,6.45,5.62
1066,hockey,14.66,47.41,4.74,15.09,9.48,8.62
1067,hockey,15.34,38.1,10.58,16.93,12.17,6.88
1068,hockey,9.52,40.14,17.01,17.69,8.84,6.8
1069,for sale,10.28,21.5,13.08,33.64,10.28,11.21
1070,hockey,11.21,47.41,6.03,15.95,10.78,8.62
1071,for sale,16.95,19.49,12.71,21.19,12.71,16.95
1072,hockey,12.35,25.93,16.05,17.28,14.81,13.58
1073,hockey,10.43,47.39,7.39,17.39,11.3,6.09
1074,hockey,13.12,38.46,8.14,16.74,10.41,13.12
1075,hockey,1.48,92.59,1.62,1.48,1.48,1.35
1076,hockey,2.15,88.41,2.58,2.15,2.36,2.36
1077,hockey,8.67,50.0,10.67,15.33,8.0,7.33
1078,hockey,12.88,27.27,9.85,18.18,18.18,13.64
1079,hockey,11.49,49.79,8.09,11.91,7.66,11.06
1080,hockey,10.65,39.64,7.1,23.08,11.24,8.28
1081,hockey,20.33,35.16,8.24,16.48,8.24,11.54
1082,hockey,16.93,45.77,5.03,15.34,12.17,4.76
1083,hockey,13.82,30.08,16.26,19.51,9.76,10.57
1084,hockey,18.65,45.02,5.14,16.08,7.4,7.72
1085,hockey,11.71,44.39,7.32,16.59,9.76,10.24
1086,hockey,9.18,73.1,3.8,5.7,4.11,4.11
1087,hockey,11.3,40.87,11.3,12.17,10.43,13.91
1088,hockey,15.84,23.53,10.86,17.19,11.31,21.27
1089,hockey,9.24,55.88,5.88,10.5,7.56,10.92
1090,hockey,14.29,37.84,6.56,18.53,6.56,16.22
1091,hockey,14.29,27.38,14.29,17.86,11.9,14.29
1092,hockey,4.79,77.96,3.19,4.79,3.83,5.43
1093,hockey,7.55,45.28,7.55,16.35,11.95,11.32
1094,hockey,24.92,31.89,5.32,26.91,5.65,5.32
1095,hockey,12.27,47.24,8.59,15.34,9.2,7.36
1096,hockey,11.03,35.17,15.17,16.55,10.34,11.72
1097,for sale,10.27,27.4,14.38,28.08,10.27,9.59
1098,hockey,7.95,55.11,8.52,11.93,5.68,10.8
1099,for sale,12.73,20.0,16.36,33.33,7.88,9.7
1100,hockey,10.83,48.41,10.83,11.46,10.83,7.64
1101,hockey,15.5,34.11,8.53,13.95,10.85,17.05
1102,hockey,12.75,22.55,15.69,18.63,11.76,18.63
1103,hockey,12.5,39.88,6.55,16.07,11.31,13.69
1104,hockey,13.11,54.31,5.24,14.61,7.12,5.62
1105,hockey,11.57,40.5,9.92,15.7,9.92,12.4
1106,hockey,12.32,26.81,13.04,17.39,13.77,16.67
1107,hockey,7.62,41.43,11.43,23.81,9.05,6.67
1108,hockey,14.64,42.68,7.11,20.92,10.04,4.6
1109,hockey,12.82,37.61,11.11,14.53,13.68,10.26
1110,hockey,12.82,37.82,10.9,17.31,13.46,7.69
1111,hockey,13.5,33.5,9.0,22.0,9.0,13.0
1112,for sale,7.74,25.6,14.29,31.55,10.71,10.12
1113,hockey,10.71,47.96,8.16,16.33,7.14,9.69
1114,hockey,9.4,38.93,10.74,19.46,10.74,10.74
1115,hockey,14.29,42.38,6.19,21.43,9.05,6.67
1116,hockey,14.39,30.94,11.51,23.74,9.35,10.07
1117,hockey,18.82,44.09,8.06,10.75,10.22,8.06
1118,for sale,9.69,18.88,10.71,45.41,7.65,7.65
1119,for sale,10.89,23.76,12.87,29.7,10.89,11.88
1120,hockey,10.03,54.55,4.08,20.06,6.9,4.39
1121,hockey,7.02,54.39,7.89,15.35,8.33,7.02
1122,hockey,14.23,34.73,10.46,20.92,10.88,8.79
1123,hockey,10.69,45.28,15.09,13.21,6.92,8.81
1124,hockey,8.19,38.79,8.19,21.98,12.93,9.91
1125,hockey,10.73,49.43,6.13,15.71,12.64,5.36
1126,hockey,8.05,51.72,7.28,11.88,8.43,12.64
1127,hockey,9.62,48.45,4.81,15.12,12.71,9.28
1128,hockey,9.16,53.78,4.78,14.34,10.36,7.57
1129,hockey,4.33,76.08,1.21,8.23,4.94,5.2
1130,hockey,11.81,50.92,4.8,18.45,8.86,5.17
1131,hockey,8.7,48.62,6.72,18.18,10.67,7.11
1132,hockey,7.6,72.34,3.95,6.69,3.95,5.47
1133,hockey,17.27,41.37,5.62,16.87,9.24,9.64
1134,hockey,2.33,82.79,6.28,3.49,2.56,2.56
1135,hockey,9.43,28.3,14.47,16.98,11.95,18.87
1136,hockey,10.27,50.27,7.03,16.49,8.92,7.03
1137,apple hardware,10.89,13.86,22.77,13.86,15.84,22.77
1138,hockey,11.3,52.58,3.69,11.79,14.25,6.39
1139,hockey,12.68,32.39,9.15,21.83,12.68,11.27
1140,hockey,11.02,36.22,9.45,20.47,11.02,11.81
1141,hockey,10.2,38.78,9.52,18.37,16.33,6.8
1142,hockey,6.06,64.24,6.06,10.3,6.06,7.27
1143,for sale,12.58,22.52,10.6,24.5,17.22,12.58
1144,hockey,5.82,69.31,6.88,6.35,6.35,5.29
1145,hockey,4.87,75.78,4.43,5.61,5.17,4.14
1146,hockey,1.5,92.5,1.61,1.27,1.61,1.5
1147,hockey,13.56,29.66,15.25,16.95,10.17,14.41
1148,hockey,9.72,46.53,8.33,14.58,12.5,8.33
1149,hockey,12.5,48.68,9.21,13.82,7.24,8.55
1150,for sale,10.61,23.48,15.91,28.03,10.61,11.36
1151,hockey,15.15,22.42,20.0,17.58,9.09,15.76
1152,hockey,13.66,40.09,5.73,22.91,9.69,7.93
1153,hockey,17.33,42.24,4.69,15.16,10.47,10.11
1154,hockey,14.18,41.13,9.93,11.35,12.77,10.64
1155,hockey,11.01,44.34,6.73,22.32,7.03,8.56
1156,hockey,11.89,48.65,5.41,15.14,8.65,10.27
1157,hockey,16.67,46.93,5.26,15.79,9.21,6.14
1158,hockey,9.38,46.25,6.88,14.37,11.25,11.88
1159,hockey,11.94,33.58,11.19,17.16,9.7,16.42
1160,hockey,12.41,43.98,4.14,19.55,9.02,10.9
1161,hockey,11.11,46.46,9.09,16.67,9.09,7.58
1162,hockey,13.75,46.47,6.69,19.33,5.95,7.81
1163,hockey,9.57,29.57,13.91,17.39,13.91,15.65
1164,for sale,15.32,25.81,9.68,27.42,9.68,12.1
1165,hockey,12.99,35.71,9.09,20.13,10.39,11.69
1166,hockey,6.9,62.33,5.31,11.67,5.84,7.96
1167,hockey,11.01,44.04,9.17,12.84,12.84,10.09
1168,electronics,15.84,12.87,14.85,15.84,15.84,24.75
1169,apple hardware,13.16,17.11,18.42,17.11,17.11,17.11
1170,hockey,9.05,42.86,6.19,17.14,7.62,17.14
1171,hockey,14.19,57.21,4.35,11.67,6.64,5.95
1172,hockey,14.92,34.25,8.84,18.78,9.39,13.81
1173,hockey,13.43,39.55,7.46,13.43,11.94,14.18
1174,hockey,9.95,54.97,7.85,12.57,6.81,7.85
1175,hockey,9.94,32.92,10.56,27.33,9.32,9.94
1176,hockey,13.6,37.87,5.15,17.65,17.65,8.09
1177,hockey,8.93,41.67,4.46,21.43,16.07,7.44
1178,hockey,14.29,28.57,15.31,16.33,14.29,11.22
1179,hockey,10.49,48.95,6.99,15.38,8.39,9.79
1180,apple hardware,10.53,14.91,25.44,21.05,12.28,15.79
1181,hockey,10.87,42.03,10.87,17.39,9.42,9.42
1182,hockey,11.48,31.15,9.02,27.87,9.02,11.48
1183,for sale,12.66,15.19,17.72,18.99,17.72,17.72
1184,hockey,10.4,39.2,9.6,20.8,9.6,10.4
1185,hockey,2.47,81.92,2.54,0.99,9.69,2.4
1186,hockey,7.69,35.71,6.59,27.47,12.64,9.89
1187,hockey,9.46,39.19,12.16,20.27,8.11,10.81
1188,hockey,9.96,44.28,4.8,18.08,11.44,11.44
1189,hockey,11.82,43.33,4.24,23.33,10.3,6.97
1190,hockey,10.33,56.09,6.27,14.76,5.9,6.64
1191,hockey,13.79,52.16,6.47,11.64,7.76,8.19
1192,hockey,6.57,64.79,6.1,9.86,6.57,6.1
1193,hockey,14.98,44.44,5.31,17.87,8.7,8.7
1194,hockey,19.0,32.58,5.43,27.15,6.33,9.5
1195,hockey,12.73,49.06,4.87,16.85,10.11,6.37
1196,hockey,13.07,63.34,1.48,12.13,4.99,4.99
1197,hockey,2.91,84.3,4.07,2.91,2.91,2.91
1198,hockey,10.94,27.34,14.84,23.44,10.94,12.5
1199,hockey,19.44,36.67,11.11,13.89,9.44,9.44
1200,hockey,18.98,31.94,10.65,11.11,12.5,14.81
1201,hockey,13.41,39.11,7.82,17.88,11.73,10.06
1202,hockey,8.75,39.38,10.0,20.0,8.75,13.12
1203,hockey,12.9,41.4,8.06,19.89,7.53,10.22
1204,hockey,12.42,40.52,9.15,15.03,10.46,12.42
1205,hockey,7.79,59.09,6.49,10.39,7.14,9.09
1206,hockey,8.94,28.46,11.38,27.64,9.76,13.82
1207,hockey,12.6,29.13,12.6,28.35,8.66,8.66
1208,hockey,9.02,45.9,13.93,8.2,13.93,9.02
1209,hockey,10.74,38.93,11.41,13.42,10.07,15.44
1210,hockey,17.19,39.84,10.16,13.28,9.38,10.16
1211,hockey,9.22,32.62,11.35,21.28,14.18,11.35
1212,hockey,21.27,36.2,5.88,17.19,10.41,9.05
1213,hockey,21.09,28.57,7.48,18.37,12.93,11.56
1214,hockey,21.35,44.79,3.39,15.36,8.33,6.77
1215,hockey,6.56,63.93,7.1,9.29,6.56,6.56
1216,hockey,17.03,42.58,7.79,9.73,15.09,7.79
1217,hockey,6.9,52.59,7.33,18.53,9.48,5.17
1218,hockey,8.0,38.29,6.29,32.0,8.0,7.43
1219,hockey,8.17,59.4,3.81,15.8,4.36,8.45
1220,hockey,13.43,50.15,5.37,15.22,8.36,7.46
1221,hockey,8.95,52.63,6.32,12.11,12.11,7.89
1222,hockey,11.61,42.7,8.99,9.36,10.86,16.48
1223,hockey,7.41,52.91,7.41,10.05,7.41,14.81
1224,hockey,11.17,44.67,7.61,15.23,11.17,10.15
1225,hockey,10.12,52.98,14.29,8.93,6.55,7.14
1226,hockey,10.77,25.38,13.85,23.08,14.62,12.31
1227,hockey,10.06,63.61,3.25,11.54,5.03,6.51
1228,hockey,9.39,55.4,5.63,11.27,9.39,8.92
1229,hockey,12.33,26.71,10.27,26.03,12.33,12.33
1230,hockey,4.21,75.48,4.98,6.13,4.6,4.6
1231,hockey,9.92,32.14,7.14,25.79,11.11,13.89
1232,hockey,11.49,37.84,11.49,18.24,8.11,12.84
1233,hockey,24.74,33.16,7.89,13.16,10.0,11.05
1234,hockey,10.16,43.75,9.38,17.97,9.38,9.38
1235,hockey,22.54,32.95,6.36,16.18,12.14,9.83
1236,hockey,7.72,60.0,5.61,12.28,6.32,8.07
1237,hockey,7.65,37.16,8.2,18.03,15.85,13.11
1238,hockey,13.39,23.21,14.29,20.54,12.5,16.07
1239,hockey,7.85,47.12,11.52,18.85,8.38,6.28
1240,hockey,12.45,39.83,7.47,21.16,8.3,10.79
1241,hockey,10.17,34.75,13.56,17.8,9.32,14.41
1242,hockey,11.82,29.09,10.91,19.09,10.0,19.09
1243,hockey,11.34,35.05,12.37,17.53,13.4,10.31
1244,hockey,11.63,34.88,11.63,20.93,10.85,10.08
1245,hockey,9.52,34.13,11.9,18.25,11.9,14.29
1246,hockey,14.12,41.81,9.04,12.43,13.56,9.04
1247,hockey,8.56,50.27,12.3,13.37,7.49,8.02
1248,hockey,8.95,71.84,2.03,7.88,5.25,4.06
1249,hockey,6.95,69.79,4.83,8.16,4.83,5.44
1250,hockey,2.84,83.76,3.87,3.35,3.35,2.84
1251,hockey,6.98,57.56,9.88,10.47,6.98,8.14
1252,hockey,6.91,68.88,4.52,7.71,4.52,7.45
1253,hockey,11.11,41.67,12.96,13.89,10.19,10.19
1254,hockey,7.66,39.92,12.5,22.98,9.27,7.66
1255,hockey,14.74,52.63,8.42,10.0,6.84,7.37
1256,hockey,12.36,47.75,8.99,10.67,7.3,12.92
1257,hockey,10.76,31.65,15.19,18.99,13.29,10.13
1258,hockey,9.39,46.41,8.29,16.57,11.05,8.29
1259,hockey,11.71,30.63,14.41,14.41,12.61,16.22
1260,hockey,16.38,23.28,15.52,21.55,14.66,8.62
1261,hockey,11.73,40.12,9.26,16.05,16.05,6.79
1262,hockey,24.74,28.42,10.0,17.89,5.79,13.16
1263,hockey,20.14,28.78,13.67,13.67,10.07,13.67
1264,hockey,14.55,42.42,9.09,16.36,8.48,9.09
1265,guns,12.43,18.78,8.84,6.08,48.9,4.97
1266,hockey,17.08,46.25,7.5,15.83,5.83,7.5
1267,hockey,1.11,94.47,1.24,1.17,0.97,1.04
1268,hockey,10.79,43.17,10.79,13.67,9.35,12.23
1269,hockey,10.84,42.77,9.04,18.07,12.65,6.63
1270,hockey,29.57,37.17,4.35,12.83,11.09,5.0
1271,hockey,5.82,56.61,7.94,10.58,12.17,6.88
1272,hockey,14.58,30.21,14.58,13.54,11.46,15.62
1273,hockey,10.76,41.77,8.23,15.82,12.03,11.39
1274,hockey,8.93,39.88,8.93,19.05,11.9,11.31
1275,hockey,9.72,44.44,8.33,19.44,9.03,9.03
1276,apple hardware,11.93,20.18,22.94,20.18,12.84,11.93
1277,hockey,4.41,74.73,6.24,5.18,5.33,4.11
1278,hockey,1.61,92.27,1.85,1.27,1.73,1.27
1279,hockey,7.97,44.93,10.14,20.29,9.42,7.25
1280,hockey,3.5,81.53,3.5,4.46,3.5,3.5
1281,hockey,12.9,27.42,16.67,20.43,11.83,10.75
1282,hockey,16.95,29.66,11.02,21.19,10.17,11.02
1283,hockey,9.52,52.38,8.47,10.05,11.11,8.47
1284,hockey,13.08,24.62,13.85,20.77,13.08,14.62
1285,hockey,11.83,30.18,6.51,23.67,10.65,17.16
1286,hockey,15.04,36.09,11.28,14.29,10.53,12.78
1287,hockey,3.77,80.85,2.2,4.4,4.4,4.4
1288,hockey,14.71,36.03,11.03,16.91,9.56,11.76
1289,hockey,11.45,41.85,7.05,22.03,10.13,7.49
1290,hockey,11.74,45.64,4.7,19.8,9.73,8.39
1291,for sale,11.46,20.83,16.67,25.0,14.58,11.46
1292,hockey,7.87,45.69,10.49,11.99,9.36,14.61
1293,hockey,16.78,20.81,16.11,18.79,11.41,16.11
1294,hockey,15.24,38.41,13.41,17.68,7.93,7.32
1295,hockey,11.24,33.73,8.28,21.89,11.24,13.61
1296,hockey,12.37,46.91,7.22,13.92,11.34,8.25
1297,hockey,24.64,42.98,4.01,11.17,8.02,9.17
1298,hockey,8.44,41.56,9.09,22.73,9.74,8.44
1299,hockey,23.56,39.88,4.53,14.8,9.06,8.16
1300,hockey,18.4,39.15,8.02,14.62,11.79,8.02
1301,hockey,7.5,50.62,8.75,14.37,9.38,9.38
1302,hockey,13.95,31.4,15.12,12.79,12.79,13.95
1303,hockey,14.54,51.28,3.57,16.07,6.63,7.91
1304,hockey,13.71,39.52,9.68,20.16,8.06,8.87
1305,hockey,10.99,25.27,19.78,19.78,12.09,12.09
1306,hockey,8.73,45.24,13.49,9.52,11.9,11.11
1307,hockey,12.06,61.59,3.49,12.06,5.08,5.71
1308,hockey,9.7,36.57,12.69,11.19,12.69,17.16
1309,hockey,10.17,50.42,7.2,20.34,6.78,5.08
1310,hockey,17.42,50.38,5.3,13.64,7.58,5.68
1311,for sale,19.31,23.27,11.88,26.73,10.4,8.42
1312,hockey,8.57,37.14,7.14,25.71,11.43,10.0
1313,hockey,8.82,48.74,8.4,16.81,7.98,9.24
1314,hockey,10.5,40.33,11.6,13.26,13.81,10.5
1315,hockey,11.34,40.21,8.76,20.62,9.28,9.79
1316,hockey,11.06,54.81,5.29,12.5,9.62,6.73
1317,hockey,10.05,55.56,7.41,13.23,7.41,6.35
1318,hockey,12.03,40.6,10.53,15.04,9.77,12.03
1319,hockey,10.84,46.39,8.43,15.06,12.65,6.63
1320,hockey,10.0,40.0,10.67,16.0,10.67,12.67
1321,hockey,9.85,42.42,9.85,11.36,9.85,16.67
1322,hockey,13.5,45.66,5.79,18.65,6.75,9.65
1323,hockey,12.03,48.87,7.52,12.78,8.27,10.53
1324,for sale,8.97,26.92,10.9,32.69,12.18,8.33
1325,hockey,13.48,24.72,13.48,20.22,12.36,15.73
1326,hockey,11.05,38.42,7.37,18.95,9.47,14.74
1327,hockey,13.29,37.97,6.96,25.32,7.59,8.86
1328,hockey,8.57,47.14,5.71,21.43,7.62,9.52
1329,hockey,11.03,30.88,10.29,25.0,10.29,12.5
1330,hockey,12.77,50.27,6.91,9.04,10.64,10.37
1331,hockey,8.09,60.52,5.18,9.39,10.03,6.8
1332,hockey,11.21,42.99,10.28,13.08,13.08,9.35
1333,hockey,10.0,40.0,10.0,13.85,14.62,11.54
1334,hockey,7.98,58.94,6.84,11.03,7.22,7.98
1335,hockey,11.55,48.21,5.58,15.14,11.16,8.37
1336,hockey,11.36,29.55,13.64,18.18,12.5,14.77
1337,hockey,13.64,36.36,9.09,18.18,10.0,12.73
1338,hockey,11.69,45.45,7.79,17.53,9.09,8.44
1339,hockey,16.91,55.98,4.66,11.95,4.96,5.54
1340,hockey,17.86,36.16,12.05,9.82,10.71,13.39
1341,hockey,13.92,36.08,8.86,13.92,14.56,12.66
1342,hockey,12.62,28.16,14.56,17.48,14.56,12.62
1343,hockey,15.31,46.72,3.38,15.31,10.93,8.35
1344,hockey,12.65,36.75,10.24,22.29,9.04,9.04
1345,hockey,13.1,51.53,6.99,11.35,9.17,7.86
1346,hockey,10.48,32.38,16.19,11.43,11.43,18.1
1347,hockey,9.49,48.14,4.75,17.63,8.14,11.86
1348,hockey,10.58,31.73,6.25,23.56,14.42,13.46
1349,hockey,11.8,43.82,6.74,19.66,9.55,8.43
1350,hockey,10.34,50.74,5.42,8.87,9.85,14.78
1351,hockey,11.19,59.57,4.69,11.55,7.58,5.42
1352,hockey,10.97,56.13,9.03,7.74,7.74,8.39
