document,actual,labeled,hockey,atheism,for sale,apple hardware,electronics,guns
1011,sci.electronics,for sale,7,15,28,17,26,17
1012,sci.electronics,electronics,35,53,38,52,74,39
1013,sci.electronics,electronics,11,19,22,25,29,22
1014,sci.electronics,apple hardware,37,55,49,152,77,59
1015,sci.electronics,apple hardware,31,40,30,96,46,40
1016,sci.electronics,electronics,11,11,12,12,38,14
1017,sci.electronics,electronics,22,27,24,30,63,31
1018,sci.electronics,electronics,32,27,38,28,92,32
1019,sci.electronics,electronics,62,75,56,36,104,84
1020,sci.electronics,electronics,63,74,51,70,149,78
1021,sci.electronics,electronics,32,47,34,57,75,53
1022,sci.electronics,apple hardware,8,9,7,16,13,10
1023,sci.electronics,electronics,16,16,23,14,32,23
1024,sci.electronics,electronics,78,157,88,115,264,161
1025,sci.electronics,electronics,16,26,27,27,39,31
1026,sci.electronics,electronics,13,18,10,25,40,18
1027,sci.electronics,electronics,73,99,75,79,229,118
1028,sci.electronics,electronics,45,64,51,63,132,69
1029,sci.electronics,electronics,22,34,27,35,58,29
1030,sci.electronics,electronics,47,57,48,63,96,59
1031,sci.electronics,electronics,26,40,35,39,116,43
1032,sci.electronics,electronics,39,64,49,53,100,62
1033,sci.electronics,electronics,22,18,16,19,25,20
1034,sci.electronics,electronics,24,19,33,24,41,22
1035,sci.electronics,hockey,69,27,49,58,61,27
1036,sci.electronics,electronics,65,72,51,70,140,100
1037,sci.electronics,electronics,27,36,30,50,76,29
1038,sci.electronics,electronics,35,40,28,30,113,48
1039,sci.electronics,electronics,56,83,39,55,154,75
1040,sci.electronics,hockey,25,9,18,18,21,10
1041,sci.electronics,electronics,12,20,22,36,55,27
1042,sci.electronics,electronics,70,122,50,72,268,120
1043,sci.electronics,electronics,38,52,43,43,138,61
1044,sci.electronics,electronics,22,38,32,56,61,42
1045,sci.electronics,electronics,30,53,26,30,80,49
1046,sci.electronics,electronics,21,39,30,48,83,33
1047,sci.electronics,electronics,43,54,41,47,136,60
1048,sci.electronics,electronics,20,32,17,33,60,41
1049,sci.electronics,guns,10,13,18,19,12,21
1050,sci.electronics,electronics,75,97,76,93,163,105
1051,sci.electronics,electronics,17,10,17,16,39,9
1052,sci.electronics,apple hardware,14,19,11,24,16,19
1053,sci.electronics,electronics,30,32,43,40,69,32
1054,sci.electronics,apple hardware,10,12,23,24,18,18
1055,sci.electronics,electronics,38,46,43,34,79,61
1056,sci.electronics,electronics,13,6,24,18,33,18
1057,sci.electronics,electronics,32,30,23,30,74,38
1058,sci.electronics,electronics,26,34,27,23,81,34
1059,sci.electronics,electronics,42,56,59,32,140,65
1060,sci.electronics,electronics,45,57,31,40,121,75
1061,sci.electronics,electronics,36,43,46,55,94,45
1062,sci.electronics,electronics,21,12,15,32,67,23
1063,sci.electronics,electronics,27,38,26,23,97,42
1064,sci.electronics,electronics,25,26,28,20,83,31
1065,sci.electronics,electronics,30,35,29,22,62,34
1066,sci.electronics,guns,78,118,75,108,159,172
1067,sci.electronics,for sale,12,7,20,5,19,9
1068,sci.electronics,electronics,83,84,70,88,217,108
1069,sci.electronics,electronics,6,7,8,5,16,10
1070,sci.electronics,electronics,69,70,62,86,185,84
1071,sci.electronics,apple hardware,26,21,31,42,33,20
1072,sci.electronics,electronics,15,10,16,7,22,15
1073,sci.electronics,electronics,37,40,59,37,123,58
1074,sci.electronics,electronics,76,109,64,89,198,118
1075,sci.electronics,apple hardware,16,29,30,83,56,32
1076,sci.electronics,electronics,54,76,65,44,148,84
1077,sci.electronics,electronics,18,25,26,15,31,26
1078,sci.electronics,electronics,49,101,54,62,154,122
1079,sci.electronics,electronics,52,66,48,70,128,75
1080,sci.electronics,electronics,10,8,6,12,16,7
1081,sci.electronics,electronics,33,39,48,54,99,55
1082,sci.electronics,electronics,30,37,32,33,78,43
1083,sci.electronics,electronics,30,42,28,24,91,41
1084,sci.electronics,electronics,32,51,28,37,81,60
1085,sci.electronics,electronics,72,89,50,75,152,98
1086,sci.electronics,apple hardware,22,16,27,34,31,10
1087,sci.electronics,electronics,6,6,14,19,28,11
1088,sci.electronics,electronics,39,65,36,53,109,77
1089,sci.electronics,electronics,66,79,44,52,173,95
1090,sci.electronics,electronics,26,29,30,25,84,32
1091,sci.electronics,electronics,74,76,72,76,233,111
1092,sci.electronics,apple hardware,26,32,21,40,38,39
1093,sci.electronics,electronics,26,29,45,28,70,43
1094,sci.electronics,electronics,25,18,30,32,37,14
1095,sci.electronics,electronics,27,30,11,29,81,41
1096,sci.electronics,electronics,87,113,84,79,257,131
1097,sci.electronics,electronics,33,29,31,26,86,32
1098,sci.electronics,for sale,9,6,31,19,31,13
1099,sci.electronics,electronics,14,31,19,18,57,28
1100,sci.electronics,electronics,32,46,46,57,78,47
1101,sci.electronics,electronics,22,19,41,9,49,21
1102,sci.electronics,guns,30,38,40,31,44,54
1103,sci.electronics,electronics,28,29,44,26,63,46
1104,sci.electronics,electronics,26,14,22,38,39,25
1105,sci.electronics,electronics,17,24,24,18,33,24
1106,sci.electronics,electronics,39,54,53,46,107,50
1107,sci.electronics,apple hardware,16,15,16,33,15,15
1108,sci.electronics,electronics,28,23,51,27,73,33
1109,sci.electronics,electronics,17,13,11,13,23,17
1110,sci.electronics,apple hardware,26,22,26,33,30,31
1111,sci.electronics,electronics,46,37,36,39,108,54
1112,sci.electronics,guns,39,34,33,40,38,43
1113,sci.electronics,for sale,18,7,32,14,25,15
1114,sci.electronics,electronics,24,26,16,30,57,23
1115,sci.electronics,electronics,53,101,66,52,146,88
1116,sci.electronics,electronics,32,32,14,25,68,31
1117,sci.electronics,apple hardware,7,4,12,26,18,8
1118,sci.electronics,electronics,6,5,6,15,22,10
1119,sci.electronics,apple hardware,7,15,15,22,18,12
1120,sci.electronics,electronics,44,47,42,51,114,55
1121,sci.electronics,electronics,56,80,54,39,154,69
1122,sci.electronics,electronics,49,72,47,44,142,76
1123,sci.electronics,electronics,10,13,28,14,30,13
1124,sci.electronics,electronics,37,38,36,25,71,53
1125,sci.electronics,electronics,44,48,45,61,73,57
1126,sci.electronics,electronics,26,33,22,28,58,34
1127,sci.electronics,electronics,36,33,26,40,68,40
1128,sci.electronics,electronics,38,45,32,41,82,47
1129,sci.electronics,electronics,48,55,54,52,76,59
1130,sci.electronics,electronics,41,61,41,42,121,58
1131,sci.electronics,electronics,29,31,22,34,53,32
1132,sci.electronics,electronics,56,68,34,45,137,70
1133,sci.electronics,electronics,17,13,22,16,29,17
1134,sci.electronics,electronics,12,9,14,7,23,13
1135,sci.electronics,electronics,23,36,36,34,69,30
1136,sci.electronics,electronics,11,15,18,16,48,19
1137,sci.electronics,electronics,52,42,36,34,153,48
1138,sci.electronics,electronics,43,28,53,23,65,29
1139,sci.electronics,electronics,11,24,30,27,54,26
1140,sci.electronics,electronics,15,24,19,19,45,20
1141,sci.electronics,electronics,54,57,60,54,128,68
1142,sci.electronics,electronics,21,17,17,27,67,23
1143,sci.electronics,electronics,30,31,26,37,55,32
1144,sci.electronics,electronics,19,16,22,19,69,13
1145,sci.electronics,electronics,38,46,32,47,108,50
1146,sci.electronics,electronics,55,84,52,82,135,91
1147,sci.electronics,apple hardware,8,17,24,46,34,17
1148,sci.electronics,electronics,21,23,23,39,50,32
1149,sci.electronics,apple hardware,15,17,18,27,15,11
1150,sci.electronics,electronics,27,22,28,33,52,22
1151,sci.electronics,electronics,29,36,50,68,81,42
1152,sci.electronics,electronics,23,9,21,16,45,17
1153,sci.electronics,electronics,31,50,26,47,110,52
1154,sci.electronics,electronics,20,20,29,20,50,24
1155,sci.electronics,electronics,33,30,21,43,99,38
1156,sci.electronics,apple hardware,28,19,17,43,34,22
1157,sci.electronics,electronics,32,47,31,59,101,53
1158,sci.electronics,electronics,31,25,30,60,67,22
1159,sci.electronics,electronics,30,32,26,35,99,33
1160,sci.electronics,electronics,29,17,21,21,38,23
1161,sci.electronics,electronics,59,32,32,34,106,53
1162,sci.electronics,guns,34,32,25,32,33,42
1163,sci.electronics,electronics,46,71,52,63,90,79
1164,sci.electronics,electronics,16,16,28,21,44,19
1165,sci.electronics,electronics,17,20,16,20,26,23
1166,sci.electronics,electronics,51,73,46,80,109,83
1167,sci.electronics,electronics,42,46,33,42,55,36
1168,sci.electronics,electronics,50,50,35,45,85,59
1169,sci.electronics,electronics,74,113,57,48,191,99
1170,sci.electronics,electronics,82,89,49,70,173,92
1171,sci.electronics,electronics,87,113,86,74,153,117
1172,sci.electronics,electronics,68,84,56,112,184,98
1173,sci.electronics,electronics,17,21,21,29,40,19
1174,sci.electronics,electronics,27,13,19,22,53,34
1175,sci.electronics,electronics,26,31,20,48,49,36
1176,sci.electronics,electronics,44,68,64,47,125,58
1177,sci.electronics,electronics,58,55,51,74,137,62
1178,sci.electronics,electronics,23,22,13,24,45,28
1179,sci.electronics,electronics,39,36,27,29,86,49
1180,sci.electronics,electronics,36,37,26,31,120,40
1181,sci.electronics,electronics,16,32,31,21,65,25
1182,sci.electronics,electronics,55,70,36,45,192,75
1183,sci.electronics,electronics,1503,2555,1066,1718,5519,2922
1184,sci.electronics,electronics,31,39,32,23,97,29
1185,sci.electronics,electronics,17,17,13,29,52,25
1186,sci.electronics,electronics,27,28,18,26,56,38
1187,sci.electronics,electronics,52,70,67,56,125,60
1188,sci.electronics,electronics,36,54,45,40,118,43
1189,sci.electronics,electronics,40,45,39,44,123,46
1190,sci.electronics,electronics,16,27,25,38,54,25
1191,sci.electronics,electronics,89,109,79,80,157,122
1192,sci.electronics,electronics,23,31,24,33,65,33
1193,sci.electronics,electronics,42,32,33,37,67,46
1194,sci.electronics,electronics,19,42,24,49,75,43
1195,sci.electronics,electronics,31,44,35,22,77,27
1196,sci.electronics,electronics,77,94,57,74,167,80
1197,sci.electronics,electronics,22,25,27,36,38,25
1198,sci.electronics,electronics,40,56,39,43,93,73
1199,sci.electronics,electronics,29,43,35,42,77,39
