document,actual,labeled,apple hardware,atheism,hockey,electronics,for sale,guns
1013,sci.electronics,electronics,28,19,12,29,25,11
1014,sci.electronics,electronics,85,39,45,135,38,51
1015,sci.electronics,electronics,72,29,38,74,25,39
1016,sci.electronics,electronics,17,8,14,28,15,10
1017,sci.electronics,electronics,20,29,25,57,27,35
1018,sci.electronics,electronics,25,29,30,69,52,37
1019,sci.electronics,electronics,36,69,53,80,65,79
1020,sci.electronics,electronics,39,58,58,122,86,74
1021,sci.electronics,apple hardware,57,46,32,53,36,38
1022,sci.electronics,for sale,7,10,6,11,22,7
1023,sci.electronics,for sale,17,15,19,16,26,22
1024,sci.electronics,electronics,77,140,85,221,146,143
1025,sci.electronics,electronics,22,23,22,35,26,18
1026,sci.electronics,apple hardware,31,17,16,19,22,15
1027,sci.electronics,electronics,58,99,79,193,117,106
1028,sci.electronics,electronics,50,69,39,95,71,66
1029,sci.electronics,atheism,31,45,22,43,34,22
1030,sci.electronics,electronics,41,48,43,79,63,58
1031,sci.electronics,electronics,29,40,32,92,54,38
1032,sci.electronics,electronics,41,57,44,77,71,42
1033,sci.electronics,apple hardware,26,19,19,19,16,22
1034,sci.electronics,for sale,22,19,26,19,38,16
1035,sci.electronics,electronics,46,25,51,104,31,18
1036,sci.electronics,electronics,55,65,57,103,97,97
1037,sci.electronics,for sale,52,38,27,43,54,29
1038,sci.electronics,electronics,21,51,34,80,64,48
1039,sci.electronics,electronics,45,63,52,107,80,68
1040,sci.electronics,apple hardware,31,17,23,15,16,8
1041,sci.electronics,electronics,34,23,20,42,30,20
1042,sci.electronics,electronics,51,114,59,239,82,108
1043,sci.electronics,electronics,34,52,34,96,73,53
1044,sci.electronics,electronics,36,37,24,58,44,30
1045,sci.electronics,atheism,34,56,19,55,53,42
1046,sci.electronics,electronics,23,38,24,77,40,32
1047,sci.electronics,electronics,34,55,36,119,52,56
1048,sci.electronics,electronics,26,37,24,53,18,32
1049,sci.electronics,apple hardware,28,19,11,8,11,14
1050,sci.electronics,electronics,68,102,66,120,117,85
1051,sci.electronics,electronics,18,10,16,35,12,4
1052,sci.electronics,electronics,18,19,9,20,12,16
1053,sci.electronics,electronics,35,36,32,66,38,21
1054,sci.electronics,apple hardware,32,17,11,9,18,17
1055,sci.electronics,electronics,31,43,37,56,44,53
1056,sci.electronics,electronics,14,14,14,27,21,18
1057,sci.electronics,electronics,17,31,29,61,44,34
1058,sci.electronics,electronics,12,39,20,65,45,30
1059,sci.electronics,electronics,25,58,46,126,54,58
1060,sci.electronics,electronics,33,55,36,97,53,71
1061,sci.electronics,electronics,38,45,43,80,49,34
1062,sci.electronics,apple hardware,55,13,17,34,22,22
1063,sci.electronics,electronics,22,39,18,79,39,39
1064,sci.electronics,electronics,23,33,21,73,28,27
1065,sci.electronics,electronics,25,32,30,52,33,31
1066,sci.electronics,guns,89,117,87,109,118,135
1067,sci.electronics,electronics,9,13,17,21,12,10
1068,sci.electronics,electronics,64,83,78,172,116,94
1069,sci.electronics,electronics,2,6,5,14,9,9
1070,sci.electronics,electronics,53,70,82,171,71,79
1071,sci.electronics,apple hardware,40,24,23,15,26,18
1072,sci.electronics,for sale,8,6,14,17,24,13
1073,sci.electronics,for sale,29,41,30,42,116,47
1074,sci.electronics,electronics,48,100,72,181,86,95
1075,sci.electronics,electronics,51,32,20,86,19,22
1076,sci.electronics,electronics,32,69,61,136,71,80
1077,sci.electronics,atheism,11,27,18,20,25,26
1078,sci.electronics,electronics,45,100,57,117,87,102
1079,sci.electronics,electronics,50,60,48,127,61,57
1080,sci.electronics,electronics,14,9,9,15,13,7
1081,sci.electronics,electronics,40,40,35,87,44,46
1082,sci.electronics,electronics,29,31,26,61,52,42
1083,sci.electronics,electronics,22,43,24,73,44,46
1084,sci.electronics,electronics,27,54,34,74,45,50
1085,sci.electronics,electronics,55,75,64,135,75,94
1086,sci.electronics,electronics,29,13,20,38,18,18
1087,sci.electronics,electronics,10,11,7,34,18,9
1088,sci.electronics,electronics,56,69,35,89,64,60
1089,sci.electronics,for sale,39,61,51,108,110,81
1090,sci.electronics,electronics,37,36,26,77,30,33
1091,sci.electronics,electronics,47,77,81,193,103,101
1092,sci.electronics,atheism,31,34,20,33,21,31
1093,sci.electronics,for sale,22,31,28,22,69,31
1094,sci.electronics,for sale,32,17,18,22,33,16
1095,sci.electronics,electronics,26,29,23,72,29,31
1096,sci.electronics,for sale,57,95,71,136,202,116
1097,sci.electronics,electronics,22,32,37,57,46,31
1098,sci.electronics,for sale,26,11,16,24,29,11
1099,sci.electronics,electronics,15,28,15,40,26,28
1100,sci.electronics,electronics,60,42,31,73,50,37
1101,sci.electronics,for sale,11,26,24,32,37,23
1102,sci.electronics,guns,34,42,26,33,30,43
1103,sci.electronics,for sale,21,33,28,26,66,37
1104,sci.electronics,electronics,24,14,27,39,20,19
1105,sci.electronics,electronics,11,23,20,36,27,23
1106,sci.electronics,electronics,52,56,42,75,59,54
1107,sci.electronics,apple hardware,25,13,15,20,22,15
1108,sci.electronics,for sale,20,23,21,21,76,29
1109,sci.electronics,electronics,11,15,14,21,19,17
1110,sci.electronics,for sale,23,22,22,24,32,22
1111,sci.electronics,electronics,37,41,45,90,44,46
1112,sci.electronics,hockey,26,35,40,26,36,36
1113,sci.electronics,for sale,15,10,19,17,34,14
1114,sci.electronics,electronics,30,18,21,49,24,18
1115,sci.electronics,atheism,48,103,58,98,72,101
1116,sci.electronics,electronics,18,27,27,61,33,21
1117,sci.electronics,electronics,6,5,8,35,11,4
1118,sci.electronics,electronics,13,6,6,20,12,8
1119,sci.electronics,apple hardware,25,16,7,13,24,8
1120,sci.electronics,electronics,36,39,41,79,76,47
1121,sci.electronics,electronics,34,66,55,134,71,61
1122,sci.electronics,electronics,33,70,49,113,73,69
1123,sci.electronics,electronics,13,17,9,37,18,10
1124,sci.electronics,guns,34,43,25,47,50,53
1125,sci.electronics,electronics,56,46,44,57,52,54
1126,sci.electronics,electronics,22,32,27,39,38,34
1127,sci.electronics,electronics,32,37,34,54,47,38
1128,sci.electronics,electronics,20,42,26,62,48,40
1129,sci.electronics,for sale,52,54,41,43,87,54
1130,sci.electronics,for sale,44,60,36,70,89,61
1131,sci.electronics,electronics,28,26,28,44,37,28
1132,sci.electronics,electronics,35,66,51,108,71,60
1133,sci.electronics,apple hardware,25,16,19,19,23,17
1134,sci.electronics,apple hardware,15,15,12,12,10,15
1135,sci.electronics,electronics,32,29,19,60,36,33
1136,sci.electronics,electronics,20,14,14,38,14,22
1137,sci.electronics,electronics,32,39,45,99,78,92
1138,sci.electronics,electronics,29,38,35,64,44,42
1139,sci.electronics,electronics,24,24,20,51,22,22
1140,sci.electronics,electronics,21,17,14,33,32,23
1141,sci.electronics,electronics,44,58,40,88,75,56
1142,sci.electronics,electronics,17,24,19,70,26,20
1143,sci.electronics,electronics,31,27,29,49,45,28
1144,sci.electronics,electronics,15,22,19,60,33,27
1145,sci.electronics,electronics,28,39,41,77,68,46
1146,sci.electronics,electronics,63,84,56,103,89,91
1147,sci.electronics,apple hardware,43,17,9,37,31,22
1148,sci.electronics,electronics,28,31,19,43,25,23
1149,sci.electronics,electronics,19,19,9,24,15,11
1150,sci.electronics,electronics,31,26,27,46,31,23
1151,sci.electronics,apple hardware,64,39,33,57,29,30
1152,sci.electronics,for sale,13,15,21,20,39,15
1153,sci.electronics,electronics,29,48,31,87,58,59
1154,sci.electronics,for sale,24,25,23,27,45,26
1155,sci.electronics,electronics,32,36,34,92,38,30
1156,sci.electronics,hockey,26,14,29,28,18,21
1157,sci.electronics,electronics,53,50,29,79,57,45
1158,sci.electronics,apple hardware,51,21,31,47,35,29
1159,sci.electronics,electronics,27,31,30,88,33,38
1160,sci.electronics,electronics,23,19,28,43,23,20
1161,sci.electronics,electronics,29,29,57,91,46,61
1162,sci.electronics,hockey,27,27,36,28,31,31
1163,sci.electronics,for sale,51,69,40,61,79,69
1164,sci.electronics,electronics,28,28,16,33,22,15
1165,sci.electronics,guns,10,18,14,19,22,23
1166,sci.electronics,for sale,63,67,49,72,80,78
1167,sci.electronics,for sale,28,30,37,33,44,40
1168,sci.electronics,electronics,40,54,40,69,62,48
1169,sci.electronics,electronics,36,86,69,160,102,90
1170,sci.electronics,electronics,33,75,50,130,99,80
1171,sci.electronics,for sale,63,94,74,83,156,114
1172,sci.electronics,electronics,76,83,59,152,96,85
1173,sci.electronics,electronics,24,21,18,37,30,13
1174,sci.electronics,electronics,29,19,18,45,18,32
1175,sci.electronics,electronics,34,27,23,51,27,40
1176,sci.electronics,electronics,43,71,31,93,76,57
1177,sci.electronics,electronics,63,55,54,112,79,69
1178,sci.electronics,electronics,21,23,22,43,19,25
1179,sci.electronics,electronics,35,38,33,57,53,42
1180,sci.electronics,guns,32,32,31,82,56,89
1181,sci.electronics,for sale,19,34,18,21,67,19
1182,sci.electronics,electronics,53,68,48,136,74,135
1183,sci.electronics,guns,1165,2175,1445,3270,2044,4585
1184,sci.electronics,for sale,28,34,30,23,97,28
1185,sci.electronics,electronics,13,16,17,49,16,24
1186,sci.electronics,electronics,28,29,27,56,28,20
1187,sci.electronics,electronics,48,57,40,108,72,60
1188,sci.electronics,electronics,32,46,32,105,54,44
1189,sci.electronics,electronics,24,51,41,113,52,37
1190,sci.electronics,electronics,31,27,14,45,33,16
1191,sci.electronics,for sale,65,92,81,82,152,117
1192,sci.electronics,electronics,30,30,28,52,34,29
1193,sci.electronics,electronics,34,36,34,57,49,40
1194,sci.electronics,electronics,47,42,18,60,35,33
1195,sci.electronics,electronics,18,32,31,69,33,27
1196,sci.electronics,electronics,41,88,78,145,88,79
1197,sci.electronics,for sale,27,30,26,36,42,16
1198,sci.electronics,electronics,39,51,42,70,66,57
1199,sci.electronics,electronics,30,48,30,61,53,42
