document,actual,apple hardware,atheism,hockey,electronics,for sale,guns
907,hockey,9.39,16.02,32.6,8.84,27.07,6.08
908,hockey,7.46,15.67,39.55,8.96,18.66,9.7
909,hockey,9.95,8.9,55.5,7.33,11.52,6.81
910,hockey,13.04,9.94,36.65,8.07,23.6,8.7
911,hockey,9.56,15.81,39.34,7.35,18.38,9.56
912,hockey,4.76,10.12,42.86,4.76,22.62,14.88
913,hockey,17.35,12.24,26.53,12.24,18.37,13.27
914,hockey,11.19,10.49,51.75,8.39,10.49,7.69
915,electronics,18.42,9.65,15.79,28.95,14.91,12.28
916,hockey,13.77,10.14,38.41,9.42,18.12,10.14
917,hockey,15.57,9.84,31.15,13.11,20.49,9.84
918,guns,16.46,15.19,18.99,15.19,13.92,20.25
919,hockey,19.2,8.8,36.8,8.0,12.8,14.4
920,hockey,3.42,2.92,83.07,1.92,1.52,7.16
921,for sale,11.54,8.79,30.22,6.04,34.07,9.34
922,hockey,14.19,10.14,38.51,8.78,20.27,8.11
923,hockey,5.17,8.49,45.39,3.69,23.62,13.65
924,hockey,4.24,8.48,41.52,3.94,29.09,12.73
925,hockey,7.01,8.49,54.98,5.54,17.34,6.64
926,hockey,8.62,12.5,52.59,6.47,11.64,8.19
927,hockey,7.04,6.57,67.14,5.16,8.45,5.63
928,hockey,5.31,13.04,40.58,5.8,21.74,13.53
929,hockey,5.43,18.55,35.29,6.33,25.79,8.6
930,hockey,6.74,10.11,48.69,4.12,21.72,8.61
931,hockey,2.56,9.03,62.67,2.29,17.65,5.8
932,hockey,3.78,2.91,83.72,2.91,3.49,3.2
933,hockey,12.5,10.94,26.56,16.41,22.66,10.94
934,hockey,10.56,17.22,31.67,9.44,19.44,11.67
935,hockey,12.5,19.91,29.63,8.8,18.98,10.19
936,hockey,10.61,17.32,28.49,13.97,17.88,11.73
937,hockey,7.5,10.62,48.75,7.5,12.5,13.12
938,hockey,5.91,12.9,48.39,8.06,17.2,7.53
939,hockey,10.46,12.42,39.87,11.11,16.99,9.15
940,hockey,9.09,7.14,59.74,7.79,8.44,7.79
941,for sale,13.01,8.94,27.64,8.94,30.08,11.38
942,hockey,14.17,10.24,33.07,9.45,22.05,11.02
943,hockey,11.48,9.02,48.36,9.84,11.48,9.84
944,hockey,10.07,10.74,32.89,9.4,30.2,6.71
945,hockey,11.72,13.28,39.84,9.38,17.19,8.59
946,hockey,16.31,9.93,27.66,9.93,19.86,16.31
947,hockey,8.6,20.81,38.91,7.69,16.74,7.24
948,hockey,8.16,19.05,32.65,8.84,20.41,10.88
949,hockey,4.43,20.05,44.53,3.65,18.75,8.59
950,hockey,7.65,7.1,61.2,6.56,10.93,6.56
951,hockey,5.35,16.06,47.2,6.33,16.79,8.27
952,hockey,8.19,6.47,48.28,8.19,21.55,7.33
953,hockey,9.71,11.43,39.43,6.29,17.14,16.0
954,hockey,3.81,7.36,58.31,3.27,21.8,5.45
955,hockey,5.37,16.42,55.52,3.58,12.24,6.87
956,hockey,7.89,6.84,53.68,10.0,14.21,7.37
957,hockey,6.74,11.24,47.94,9.74,18.35,5.99
958,hockey,12.7,8.47,51.85,5.82,14.81,6.35
959,hockey,7.61,13.71,48.22,6.6,15.23,8.63
960,hockey,13.1,7.14,52.38,7.74,12.5,7.14
961,hockey,19.23,10.77,32.31,11.54,14.62,11.54
962,hockey,5.33,6.51,65.38,3.85,13.02,5.92
963,hockey,7.98,6.1,58.69,6.1,12.68,8.45
964,hockey,17.12,9.59,30.14,10.96,17.12,15.07
965,hockey,5.75,3.83,74.71,4.21,6.13,5.36
966,hockey,8.33,9.92,34.92,11.51,22.22,13.1
967,hockey,11.49,9.46,42.57,9.46,16.22,10.81
968,hockey,6.84,22.11,33.68,7.89,20.53,8.95
969,hockey,13.28,11.72,44.53,7.81,13.28,9.38
970,hockey,7.51,22.54,32.37,9.83,19.08,8.67
971,hockey,5.96,6.67,62.81,5.26,10.53,8.77
972,hockey,10.38,7.65,38.25,9.29,25.68,8.74
973,for sale,11.61,11.61,22.32,18.75,25.89,9.82
974,hockey,10.99,8.38,49.74,7.33,14.14,9.42
975,hockey,7.47,11.2,41.49,5.39,25.73,8.71
976,hockey,12.71,10.17,32.2,10.17,25.42,9.32
977,hockey,12.73,13.64,30.91,12.73,18.18,11.82
978,hockey,14.43,11.34,39.18,10.31,13.4,11.34
979,hockey,17.83,10.08,31.01,10.08,22.48,8.53
980,hockey,11.9,11.9,33.33,11.9,16.67,14.29
981,hockey,9.04,20.9,41.81,6.21,14.69,7.34
982,hockey,10.7,7.49,51.34,6.95,16.04,7.49
983,hockey,2.03,6.09,72.79,1.79,12.29,5.01
984,hockey,4.23,6.95,71.6,4.83,7.85,4.53
985,hockey,4.9,2.84,82.47,3.87,3.35,2.58
986,hockey,9.3,8.14,59.88,6.98,9.88,5.81
987,hockey,3.19,4.26,73.14,6.12,9.57,3.72
988,hockey,13.89,12.96,39.81,9.26,14.81,9.26
989,hockey,14.92,9.27,38.71,9.27,20.56,7.26
990,hockey,7.89,8.95,55.26,11.05,10.53,6.32
991,hockey,9.55,10.67,48.31,6.18,18.54,6.74
992,hockey,12.66,10.76,31.01,11.39,19.62,14.56
993,hockey,7.73,12.71,51.38,8.29,11.05,8.84
994,hockey,21.62,10.81,29.73,10.81,17.12,9.91
995,hockey,18.1,17.24,24.14,13.79,17.24,9.48
996,hockey,17.28,12.35,40.74,7.41,12.35,9.88
997,for sale,13.16,15.26,24.74,7.89,28.95,10.0
998,for sale,15.83,15.83,20.86,12.23,23.02,12.23
999,hockey,9.09,16.36,46.67,7.88,12.73,7.27
1000,guns,12.15,14.36,21.27,6.63,5.8,39.78
1001,hockey,8.33,16.67,45.83,6.25,17.5,5.42
1002,hockey,0.9,1.04,94.89,0.83,0.83,1.52
1003,hockey,12.23,9.35,44.6,7.91,17.99,7.91
1004,hockey,9.64,12.65,43.98,7.83,15.06,10.84
1005,hockey,4.13,26.3,40.65,5.65,16.09,7.17
1006,hockey,16.4,5.29,52.38,6.88,6.88,12.17
1007,hockey,17.71,13.54,23.96,13.54,16.67,14.58
1008,hockey,10.76,8.23,41.77,9.49,17.09,12.66
1009,hockey,12.5,8.33,43.45,6.55,19.64,9.52
1010,hockey,13.89,11.81,43.75,7.64,11.81,11.11
1011,apple hardware,29.36,10.09,20.18,10.09,18.35,11.93
1012,hockey,5.33,4.26,73.21,7.46,5.63,4.11
1013,hockey,1.85,1.38,92.27,1.5,1.5,1.5
1014,hockey,15.22,9.42,45.65,8.7,10.87,10.14
1015,hockey,4.46,3.5,80.89,3.5,3.82,3.82
1016,hockey,19.35,10.22,30.65,6.45,20.43,12.9
1017,hockey,12.71,14.41,31.36,10.17,15.25,16.1
1018,hockey,8.99,8.47,57.67,5.82,11.64,7.41
1019,hockey,10.77,15.38,29.23,13.85,16.15,14.62
1020,hockey,11.83,12.43,36.69,8.88,18.93,11.24
1021,hockey,12.03,15.79,35.34,10.53,16.54,9.77
1022,hockey,2.83,2.83,82.1,2.98,3.77,5.49
1023,hockey,13.24,16.18,35.29,8.82,17.65,8.82
1024,hockey,11.01,11.45,48.02,6.17,14.54,8.81
1025,hockey,5.37,12.08,47.65,5.03,20.13,9.73
1026,hockey,13.54,15.62,21.88,14.58,21.88,12.5
1027,hockey,15.73,6.37,51.69,7.87,8.61,9.74
1028,for sale,20.13,11.41,19.46,8.72,24.16,16.11
1029,hockey,11.59,15.85,39.02,9.76,12.2,11.59
1030,hockey,7.69,11.83,35.5,6.51,25.44,13.02
1031,hockey,13.92,12.89,42.78,8.76,10.82,10.82
1032,hockey,3.72,25.5,44.7,4.87,11.17,10.03
1033,hockey,17.53,8.44,43.51,7.14,14.94,8.44
1034,hockey,4.53,21.45,47.73,4.83,15.11,6.34
1035,hockey,8.02,21.7,42.45,8.02,11.32,8.49
1036,hockey,11.88,7.5,50.62,8.75,11.88,9.38
1037,hockey,15.12,12.79,31.4,13.95,12.79,13.95
1038,hockey,5.87,11.99,51.02,4.59,19.9,6.63
1039,hockey,9.68,11.29,41.13,8.06,17.74,12.1
1040,apple hardware,24.18,10.99,23.08,13.19,16.48,12.09
1041,hockey,11.9,9.52,45.24,10.32,12.7,10.32
1042,hockey,3.81,8.57,62.22,4.44,13.65,7.3
1043,hockey,13.43,8.21,41.04,11.94,11.94,13.43
1044,hockey,6.36,9.75,52.54,7.2,14.41,9.75
1045,hockey,5.3,20.83,48.11,5.68,14.77,5.3
1046,for sale,14.85,11.39,25.25,6.44,29.21,12.87
1047,hockey,10.0,12.86,37.86,9.29,21.43,8.57
1048,hockey,9.24,8.82,44.54,10.92,15.97,10.5
1049,hockey,12.15,8.84,41.44,12.15,10.5,14.92
1050,hockey,12.37,12.89,42.27,8.76,15.46,8.25
1051,hockey,6.73,12.98,53.37,6.73,12.02,8.17
1052,hockey,9.52,9.52,51.32,7.41,13.23,8.99
1053,hockey,16.54,10.53,40.6,8.27,14.29,9.77
1054,hockey,8.43,14.46,47.59,7.23,12.65,9.64
1055,hockey,10.0,10.67,42.0,10.0,16.0,11.33
1056,hockey,15.91,9.09,39.39,12.88,10.61,12.12
1057,hockey,5.79,9.65,52.41,6.75,18.33,7.07
1058,hockey,8.27,11.28,51.88,9.02,10.53,9.02
1059,hockey,11.54,8.33,32.69,7.05,30.13,10.26
1060,hockey,19.1,13.48,24.72,15.73,14.61,12.36
1061,hockey,6.84,11.58,43.68,8.42,16.84,12.63
1062,hockey,11.39,11.39,35.44,10.76,22.15,8.86
1063,hockey,8.1,7.62,50.48,5.24,20.48,8.1
1064,hockey,14.71,9.56,44.12,8.09,10.29,13.24
1065,hockey,3.99,10.64,50.53,7.45,14.36,13.03
1066,hockey,5.5,8.74,64.4,4.21,8.74,8.41
1067,hockey,10.28,13.08,41.12,11.21,12.15,12.15
1068,hockey,8.46,12.31,42.31,9.23,15.38,12.31
1069,hockey,7.98,9.13,57.41,6.84,11.03,7.6
1070,hockey,5.18,9.56,46.22,8.76,22.71,7.57
1071,hockey,14.77,12.5,28.41,14.77,18.18,11.36
1072,hockey,12.73,11.82,38.18,10.0,16.36,10.91
1073,hockey,18.83,10.39,35.71,9.09,13.64,12.34
1074,hockey,4.37,15.45,61.22,4.08,9.62,5.25
1075,hockey,10.27,11.16,35.71,9.38,22.77,10.71
1076,hockey,10.13,13.29,31.01,12.03,24.05,9.49
1077,hockey,15.53,15.53,25.24,13.59,17.48,12.62
1078,hockey,3.78,14.91,47.51,5.77,18.09,9.94
1079,hockey,13.25,9.64,36.14,6.63,23.49,10.84
1080,hockey,6.99,12.66,55.46,5.68,11.79,7.42
1081,hockey,21.9,11.43,26.67,10.48,20.0,9.52
1082,hockey,5.42,6.1,54.58,5.42,21.69,6.78
1083,hockey,13.46,9.62,26.92,11.06,24.04,14.9
1084,hockey,8.43,10.67,48.88,8.43,11.8,11.8
1085,hockey,6.4,7.88,53.2,8.37,15.76,8.37
1086,hockey,6.14,9.03,61.73,4.69,11.55,6.86
1087,hockey,12.9,9.68,50.32,9.03,10.97,7.1
1088,electronics,17.78,12.22,17.78,23.33,14.44,14.44
1089,hockey,13.83,11.17,36.7,11.17,13.3,13.83
1090,hockey,4.43,6.13,69.51,3.58,9.71,6.64
1091,hockey,7.58,7.22,65.7,6.86,7.22,5.42
1092,hockey,4.87,21.22,54.26,4.0,11.13,4.52
1093,electronics,18.07,13.25,13.25,26.51,15.66,13.25
1094,hockey,24.69,8.64,25.93,11.73,18.52,10.49
1095,hockey,5.13,6.84,59.83,8.12,11.11,8.97
1096,hockey,3.26,31.42,43.49,5.17,10.15,6.51
1097,hockey,13.71,8.63,38.58,7.61,20.81,10.66
1098,hockey,7.85,11.98,46.69,9.09,14.46,9.92
1099,hockey,9.09,16.04,40.64,6.95,15.51,11.76
1100,hockey,17.65,14.71,27.94,8.82,16.91,13.97
1101,hockey,11.36,10.61,34.85,11.36,21.97,9.85
1102,hockey,4.47,29.58,40.22,3.7,14.95,7.09
1103,hockey,9.78,5.98,64.13,8.15,5.98,5.98
1104,hockey,15.66,6.63,44.58,8.43,8.43,16.27
1105,hockey,8.33,13.19,28.47,10.42,23.61,15.97
1106,hockey,10.95,13.14,45.26,9.49,10.95,10.22
1107,hockey,7.37,10.14,54.84,9.68,11.98,5.99
1108,hockey,20.81,9.4,30.2,8.05,22.15,9.4
1109,hockey,13.95,11.63,31.78,11.63,19.38,11.63
1110,for sale,11.36,10.23,19.32,14.2,32.95,11.93
1111,hockey,9.14,8.06,49.46,7.53,18.28,7.53
1112,hockey,7.06,11.15,52.42,5.95,13.38,10.04
1113,hockey,3.34,10.02,63.67,4.59,11.69,6.68
1114,hockey,6.15,6.54,70.0,8.46,5.0,3.85
1115,apple hardware,27.43,9.73,19.47,11.5,21.24,10.62
1116,hockey,8.5,8.1,51.42,4.86,17.81,9.31
1117,hockey,6.91,13.83,50.0,9.04,11.17,9.04
1118,hockey,12.59,11.11,49.63,7.41,9.63,9.63
1119,hockey,7.72,5.61,64.91,9.47,6.32,5.96
1120,hockey,8.02,23.46,32.72,9.26,14.81,11.73
1121,hockey,4.12,2.14,79.9,3.13,7.74,2.97
1122,hockey,3.26,10.6,63.62,3.59,7.5,11.42
1123,hockey,10.64,7.8,51.06,12.06,9.22,9.22
1124,hockey,14.37,10.0,42.5,8.12,13.12,11.88
1125,hockey,8.76,10.82,41.75,9.79,19.59,9.28
1126,hockey,9.33,12.95,43.52,8.81,16.58,8.81
1127,hockey,14.67,6.52,39.13,10.87,19.02,9.78
1128,hockey,8.42,9.9,37.62,10.4,14.36,19.31
1129,hockey,8.63,5.88,50.2,7.84,12.94,14.51
1130,hockey,6.79,6.79,54.29,7.14,12.5,12.5
1131,hockey,13.95,10.85,31.01,10.08,18.6,15.5
1132,hockey,11.04,7.98,49.69,8.59,14.11,8.59
1133,hockey,8.23,9.49,46.84,7.59,17.72,10.13
1134,hockey,11.11,12.5,43.75,9.03,11.11,12.5
1135,hockey,12.5,10.71,41.07,9.82,16.96,8.93
1136,hockey,11.18,9.21,38.16,13.16,17.76,10.53
1137,hockey,17.44,13.95,24.42,17.44,15.12,11.63
1138,hockey,5.14,22.19,39.55,4.82,17.68,10.61
1139,apple hardware,29.8,11.92,25.83,9.27,13.91,9.27
1140,hockey,10.71,11.22,48.98,7.14,13.27,8.67
1141,hockey,8.6,9.05,48.87,7.24,15.38,10.86
1142,hockey,9.57,17.39,34.35,6.09,20.87,11.74
1143,hockey,15.09,12.26,35.85,11.32,12.26,13.21
1144,hockey,8.75,11.25,46.88,8.12,13.75,11.25
1145,hockey,13.73,17.65,35.29,8.5,15.69,9.15
1146,hockey,9.94,11.18,47.2,8.7,13.66,9.32
1147,hockey,5.96,4.59,73.85,5.05,5.5,5.05
1148,hockey,11.51,10.07,38.85,9.35,17.99,12.23
1149,hockey,7.48,15.65,40.14,10.2,17.01,9.52
1150,hockey,21.67,10.83,23.33,14.17,15.83,14.17
1151,hockey,13.43,6.94,44.91,6.02,21.3,7.41
1152,hockey,7.69,9.52,48.72,4.4,21.25,8.42
1153,hockey,14.58,17.36,25.0,13.89,15.97,13.19
1154,hockey,4.45,4.45,77.33,4.45,4.05,5.26
1155,hockey,1.71,1.8,85.82,2.06,4.04,4.58
1156,hockey,6.49,6.49,47.71,4.96,27.48,6.87
1157,hockey,7.41,6.88,51.85,7.41,18.52,7.94
1158,hockey,8.29,6.91,56.22,7.83,12.44,8.29
1159,hockey,10.9,9.62,45.51,10.9,14.1,8.97
1160,hockey,8.67,11.33,34.67,11.33,21.33,12.67
1161,hockey,3.39,9.71,54.4,3.84,21.44,7.22
1162,hockey,5.59,12.24,40.21,7.34,24.83,9.79
1163,hockey,13.86,10.4,37.13,7.92,19.8,10.89
1164,hockey,6.67,16.67,42.0,9.33,15.33,10.0
1165,hockey,3.67,8.56,48.17,5.13,23.23,11.25
1166,hockey,6.81,6.81,43.98,7.33,25.13,9.95
1167,hockey,4.7,25.08,42.95,5.96,13.48,7.84
1168,hockey,10.97,14.19,45.81,7.74,12.9,8.39
1169,hockey,11.02,11.02,40.94,11.02,18.11,7.87
1170,hockey,7.42,10.92,38.43,7.42,23.14,12.66
1171,hockey,7.11,7.11,54.5,4.74,17.06,9.48
1172,hockey,15.2,8.77,41.52,9.36,17.54,7.6
1173,hockey,15.33,11.33,41.33,8.0,14.0,10.0
1174,hockey,15.0,12.5,40.0,7.5,16.88,8.12
1175,hockey,10.14,8.7,54.35,7.25,10.87,8.7
1176,hockey,15.68,8.11,44.32,8.11,14.05,9.73
1177,hockey,11.85,11.11,43.7,11.85,12.59,8.89
1178,hockey,7.32,10.98,42.07,9.15,20.73,9.76
1179,for sale,11.2,13.6,21.6,12.0,22.4,19.2
1180,hockey,1.89,6.78,62.78,5.78,13.22,9.56
1181,hockey,2.8,7.96,69.25,3.87,10.32,5.81
1182,hockey,10.46,15.69,32.68,9.15,15.69,16.34
1183,hockey,6.76,13.06,47.3,9.01,15.77,8.11
1184,hockey,11.97,11.97,26.5,13.68,23.93,11.97
1185,hockey,17.44,13.95,25.58,15.12,16.28,11.63
1186,hockey,10.63,8.7,47.34,9.66,16.91,6.76
1187,hockey,22.56,5.64,35.9,8.72,16.41,10.77
1188,hockey,5.53,8.51,54.47,6.38,17.02,8.09
1189,hockey,7.73,14.43,46.91,6.19,13.92,10.82
1190,hockey,10.4,14.45,45.66,6.36,14.45,8.67
1191,hockey,4.92,8.33,47.73,8.71,15.15,15.15
1192,hockey,5.42,6.1,46.78,8.47,20.68,12.54
1193,hockey,12.17,13.04,32.17,10.43,22.61,9.57
1194,hockey,11.27,9.15,28.17,11.97,27.46,11.97
1195,hockey,10.13,14.1,43.61,9.69,14.1,8.37
1196,hockey,17.02,12.77,22.34,15.96,19.15,12.77
1197,hockey,6.38,6.03,56.03,4.96,18.79,7.8
1198,hockey,7.55,10.69,40.88,9.43,21.38,10.06
1199,hockey,9.82,12.27,49.08,7.98,9.82,11.04
1200,guns,7.21,11.26,5.86,10.36,8.11,57.21
1201,guns,1.98,8.5,4.07,3.38,4.54,77.53
1202,guns,7.38,11.07,6.97,11.89,9.43,53.28
1203,guns,1.42,17.16,3.04,5.77,2.36,70.25
1204,guns,5.35,12.76,8.64,10.29,11.52,51.44
1205,for sale,14.16,16.81,15.04,15.04,22.12,16.81
1206,guns,4.97,15.23,3.64,6.62,7.62,61.92
1207,for sale,20.0,12.22,12.22,16.67,24.44,14.44
1208,atheism,9.34,26.07,8.17,11.67,20.62,24.12
1209,guns,7.78,23.95,8.98,8.98,22.16,28.14
1210,guns,11.11,17.54,5.85,11.7,19.3,34.5
1211,guns,22.67,12.79,9.88,6.98,13.95,33.72
1212,guns,18.5,16.0,10.5,7.0,9.0,39.0
1213,apple hardware,24.03,17.05,12.4,12.4,12.4,21.71
1214,guns,14.05,14.88,20.66,10.74,13.22,26.45
1215,guns,11.76,11.76,10.29,8.82,13.97,43.38
1216,guns,8.28,14.2,8.88,6.51,15.98,46.15
1217,guns,10.13,12.24,7.59,7.17,10.97,51.9
1218,guns,10.99,19.37,7.85,12.04,14.66,35.08
1219,guns,5.03,12.75,9.4,13.76,10.4,48.66
1220,for sale,8.08,14.65,14.14,9.6,41.92,11.62
1221,apple hardware,21.88,17.71,14.58,12.5,16.67,16.67
1222,guns,4.82,9.07,4.53,4.25,6.52,70.82
1223,guns,20.33,18.7,8.13,8.54,16.26,28.05
1224,guns,9.77,24.65,10.23,6.98,17.21,31.16
1225,guns,8.1,21.9,5.24,7.62,19.52,37.62
1226,guns,5.37,8.19,4.24,4.24,11.86,66.1
1227,guns,6.6,14.47,4.72,6.29,9.12,58.81
1228,guns,9.33,8.29,6.74,8.29,10.36,56.99
1229,guns,11.24,10.32,4.59,5.05,21.33,47.48
1230,guns,8.11,16.89,13.51,12.16,14.86,34.46
1231,guns,6.86,13.71,9.14,13.14,9.14,48.0
1232,guns,6.15,13.52,8.2,6.97,13.52,51.64
1233,guns,6.17,12.59,6.91,8.89,16.54,48.89
1234,guns,13.53,16.47,13.53,11.76,13.53,31.18
1235,guns,16.04,15.51,8.56,8.02,21.93,29.95
1236,guns,12.08,17.45,10.07,11.41,18.12,30.87
1237,guns,13.29,13.87,8.09,16.76,22.54,25.43
1238,guns,9.68,7.66,8.06,6.45,16.94,51.21
1239,guns,10.82,14.55,5.97,18.28,18.66,31.72
1240,guns,16.35,22.01,8.18,11.32,17.61,24.53
1241,guns,9.24,17.39,7.61,11.41,15.22,39.13
1242,guns,9.15,13.73,13.07,12.42,18.3,33.33
1243,guns,17.37,10.42,14.29,6.56,9.65,41.7
1244,guns,6.83,15.61,9.27,7.8,16.59,43.9
1245,guns,7.98,15.03,4.29,10.43,17.18,45.09
1246,guns,8.12,17.34,5.54,10.33,15.87,42.8
1247,for sale,19.32,13.64,10.8,13.07,22.16,21.02
1248,guns,14.4,10.4,12.0,8.8,16.8,37.6
1249,guns,13.44,15.59,7.53,11.29,23.12,29.03
1250,guns,21.19,14.41,11.86,11.02,17.8,23.73
1251,for sale,8.59,20.2,15.66,13.13,32.83,9.6
1252,for sale,13.21,15.09,6.29,10.69,29.56,25.16
1253,guns,5.8,14.2,5.8,6.38,13.33,54.49
1254,guns,8.06,9.14,8.06,7.53,11.83,55.38
1255,guns,8.03,5.91,12.58,6.52,8.33,58.64
1256,guns,17.92,14.17,5.42,8.33,22.5,31.67
1257,guns,5.95,14.87,4.09,6.32,10.78,57.99
1258,guns,6.09,9.68,5.02,5.73,16.49,56.99
1259,guns,4.75,15.44,5.46,5.23,14.96,54.16
1260,guns,10.45,9.77,5.0,5.0,10.91,58.86
1261,guns,10.5,12.79,7.76,8.68,15.53,44.75
1262,guns,8.59,11.04,7.98,9.2,12.88,50.31
1263,guns,7.01,8.88,7.01,7.01,14.02,56.07
1264,atheism,15.49,19.25,9.86,19.25,18.31,17.84
1265,guns,11.16,13.64,7.44,11.98,27.69,28.1
1266,guns,8.97,10.9,10.9,8.97,16.67,43.59
1267,guns,10.16,18.36,10.55,4.69,21.88,34.38
1268,guns,10.75,16.36,9.81,12.62,16.36,34.11
1269,guns,16.53,13.22,13.22,14.05,15.7,27.27
1270,guns,14.09,7.38,9.4,8.72,12.75,47.65
1271,guns,6.19,17.01,7.22,11.34,21.65,36.6
1272,guns,3.52,21.15,4.85,5.07,9.03,56.39
1273,guns,11.43,21.14,6.86,9.71,17.14,33.71
1274,guns,5.81,14.19,6.45,5.48,16.77,51.29
1275,guns,4.17,34.49,4.17,3.89,9.6,43.67
1276,guns,5.02,8.79,7.53,7.95,10.88,59.83
1277,guns,4.29,21.67,5.24,4.05,20.71,44.05
1278,guns,3.48,6.04,3.3,4.4,11.17,71.61
1279,guns,11.52,9.7,7.88,7.27,13.33,50.3
1280,guns,8.87,8.06,6.85,5.24,14.11,56.85
1281,guns,4.62,7.3,4.62,5.35,14.36,63.75
1282,guns,6.47,19.4,6.97,6.97,8.96,51.24
1283,guns,8.55,13.25,4.49,12.18,11.54,50.0
1284,guns,9.85,9.85,12.12,11.36,13.64,43.18
1285,guns,2.75,8.7,6.86,5.26,17.16,59.27
1286,guns,3.42,8.31,4.16,4.65,19.07,60.39
1287,guns,10.95,10.22,10.95,17.52,16.06,34.31
1288,guns,5.83,13.99,7.58,7.58,17.49,47.52
1289,guns,17.69,11.56,17.01,14.29,18.37,21.09
1290,guns,7.32,20.06,3.18,3.18,17.36,48.89
1291,guns,13.1,11.72,7.59,11.03,7.59,48.97
1292,guns,6.14,14.68,8.19,6.48,19.8,44.71
1293,guns,3.69,24.08,3.69,3.5,10.29,54.76
1294,atheism,10.69,29.77,9.92,11.45,9.92,28.24
1295,guns,9.34,9.34,6.59,7.69,18.13,48.9
1296,guns,10.71,8.48,7.14,8.93,14.29,50.45
1297,guns,3.75,17.16,4.83,6.97,13.14,54.16
1298,apple hardware,39.24,10.76,8.86,9.49,15.82,15.82
1299,apple hardware,29.28,12.15,16.57,5.52,14.92,21.55
1300,apple hardware,28.99,20.71,8.88,11.83,16.57,13.02
1301,guns,7.11,8.53,7.58,10.9,16.59,49.29
1302,guns,7.0,15.67,3.67,5.0,15.33,53.33
1303,guns,19.38,9.3,10.85,8.53,15.5,36.43
1304,guns,25.83,11.0,16.11,7.93,8.44,30.69
1305,guns,6.51,10.96,6.85,5.14,14.04,56.51
1306,guns,13.66,12.57,9.84,7.1,23.5,33.33
1307,guns,9.21,14.64,6.69,7.11,9.21,53.14
1308,guns,9.55,15.29,14.01,9.55,12.74,38.85
1309,guns,7.01,14.01,12.1,8.92,21.02,36.94
1310,guns,2.95,12.31,6.41,5.2,16.46,56.67
1311,guns,10.49,14.69,6.99,12.59,14.69,40.56
1312,guns,6.05,17.0,5.76,7.49,13.26,50.43
1313,guns,5.53,18.58,6.72,5.14,16.6,47.43
1314,guns,11.02,13.39,12.6,10.24,18.11,34.65
1315,guns,17.78,11.85,11.11,18.52,15.56,25.19
1316,guns,14.04,12.28,11.4,14.04,19.3,28.95
1317,guns,8.19,17.37,4.71,6.2,7.44,56.08
1318,guns,7.96,16.88,7.01,8.6,10.51,49.04
1319,guns,13.64,14.46,11.16,9.5,13.64,37.6
1320,guns,7.04,16.08,10.55,10.55,15.58,40.2
1321,guns,7.56,9.66,5.46,7.14,20.17,50.0
1322,guns,2.7,9.46,5.6,6.37,15.06,60.81
1323,guns,5.07,12.9,8.29,9.22,12.44,52.07
1324,guns,6.78,5.51,6.36,6.78,12.71,61.86
1325,guns,4.62,17.82,7.59,5.61,25.74,38.61
1326,guns,23.08,9.09,11.89,13.29,13.99,28.67
1327,guns,5.34,18.86,5.69,6.41,11.39,52.31
1328,guns,4.56,10.48,4.33,3.87,25.51,51.25
1329,guns,7.43,8.05,4.02,6.5,12.38,61.61
1330,for sale,19.53,17.19,10.16,12.5,20.31,20.31
1331,guns,10.9,19.43,11.85,9.0,15.64,33.18
1332,guns,5.63,20.07,5.63,7.75,10.92,50.0
1333,guns,5.01,16.95,5.01,5.73,16.23,51.07
1334,guns,25.0,12.28,8.33,6.14,21.05,27.19
1335,guns,7.14,8.48,5.8,6.7,11.61,60.27
1336,guns,9.15,15.24,7.93,8.54,20.73,38.41
1337,guns,11.29,12.9,11.29,12.9,20.97,30.65
1338,guns,5.46,22.33,4.71,5.96,14.89,46.65
1339,guns,7.69,10.26,5.56,7.26,15.81,53.42
1340,guns,3.46,12.47,3.7,3.7,12.7,63.97
1341,guns,6.63,8.16,7.65,7.65,23.98,45.92
1342,guns,3.89,10.28,4.72,5.56,16.94,58.61
1343,guns,7.23,12.34,6.81,5.53,14.47,53.62
1344,guns,3.55,11.82,5.07,3.21,18.75,57.6
1345,guns,7.31,14.16,5.48,5.48,14.61,52.97
1346,guns,10.79,10.07,10.79,13.67,15.11,39.57
1347,guns,5.07,12.21,4.61,6.91,22.35,48.85
1348,guns,7.97,10.14,8.7,9.06,20.65,43.48
1349,guns,6.76,19.37,13.51,8.56,15.77,36.04
1350,guns,3.73,16.6,6.43,4.98,5.81,62.45
1351,guns,8.53,18.6,13.18,5.04,19.77,34.88
1352,guns,8.76,11.16,8.76,10.36,17.93,43.03
1353,guns,16.78,17.48,11.19,9.09,11.89,33.57
1354,guns,15.0,12.5,10.83,11.67,20.83,29.17
1355,guns,8.74,12.57,7.1,13.11,27.87,30.6
1356,guns,5.26,7.6,6.43,5.26,11.7,63.74
1357,guns,6.57,13.13,6.57,6.57,17.17,50.0
1358,guns,8.55,19.74,7.89,7.89,21.71,34.21
1359,guns,6.17,9.69,8.81,5.29,29.52,40.53
1360,guns,7.63,7.23,6.02,5.62,28.92,44.58
1361,guns,3.97,13.81,7.53,5.65,24.48,44.56
1362,guns,11.76,14.71,10.08,13.87,10.08,39.5
1363,guns,22.22,12.56,6.28,6.76,18.36,33.82
